Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka
Mgr. Milan Hon Klinická psychologie,Psychologové,Bří Lužů 116 688 01 Uherský Brod,,608 850 996,
"Městská nemocnice s poliklinikou Uherský Brod Klinická psychologie doc. PhDr. Martin Lečbych, Ph.D.",Psychologové,Partyzánů 2147 688 01 Uherský Brod,,605 754 443,
Městská nemocnice s poliklinikou Uherský Brod Klinická psyhcologie Mgr. Hana Šretrová,Psychologové,Partyzánů 2173 688 01 Uherský Brod,,572 629 321,
Zdravotní středisko Klinická psychologie Mgr. Terezie Štokrová,Psychologové,Za Mlýnem 1857 686 03 Staré Město,,728 315 842,
Psychologie Vsetín Klinická psychologie PhDr. Anna Černohorská,Psychologové,Smetanova 1244 755 01 Vsetín,,606 552 127,
PhDr. Jarmila Škarpichová Klinická psychologie,Psychologové,Hrbová 1561 755 01 Vsetín,,571 424 699,
PhDr. Filip Skorunka Klinická psychologie,Psychologové,Hrbová 1561 755 01 Vsetín,,571 424 699,
"Ordinace klinické psychologie PhDr. Švecová, s.r.o. Klinická psychologie PhDr. Alexandra Švecová PhDr. Lenka Bukovská",Psychologové,Na Příkopě 814 755 01 Vsetín,,605 158 766,
"Vsetínská nemocnice, Ambulance klinická psychologie Mgr. Alena Střelcová, Mgr. Zuzana Juchelková",Psychologové,"Nemocniční 945, 755 01 Vsetín",,"608 718 236, 603 580 651",
Psychologie Vsetín (pracoviště Vizovice) Klinická psychologie PhDr. Anna Černohorská,Psychologové,Školní 790 763 12 Vizovice,,606 552 127,
"Ambulance klinické psychologie a psychoterapie, PhDr. Patricie Juračková Klinická psychologie",Psychologové,U Nemocnice 918 757 01 Valašské Meziříčí,,775 020 703,
"Vejrostovi – psychologie, s.r.o. Klinická psychologie PhDr. Květoslava Vejrostová",Psychologové,Družstevní 1237 756 61 Rožnov pod Radhoštěm,,775 095 488,
"DenarThep, s.r.o. Klinická psychologie MUDr. Daniel Krejcar",Psychologové,Nerudova 160 756 61 Rožnov pod Radhoštěm,,608 954 544,
"Ordinace klinické psychologie a psychoterapie s.r.o., PhDr. Barbara Bocková Klinická psychologie PhDr. Barbara Bocková Mgr. Marta Luzarová Mgr. Helena Šedová Mgr. David Teichman",Psychologové,Masarykovo nám. 2196 756 61 Rožnov pod Radhoštěm,,722 229 424,
PhDr. Hana Sedláková Klinická psychologie,Psychologové,Krátká 798 760 01 Valašské Klobouky,,777 014 889,
Poliklinika Otrokovice (5. patro) Klinická psychologie PhDr. Eva Dudešková,Psychologové,Osvobození 1388 765 02 Otrokovice,,"677 932 710, 606 342 100",
"Klinická psychologie – PhDr. Jiří Laciga, s.r.o. Klinická psychologie",Psychologové,Ševcovská 2678 760 01 Zlín,,577 437 842,
ALFAFARM Klinická psychologie PaedDr. Mgr. Yvona Obručová,Psychologové,Tř. 2. Května 3646 760 01 Zlín,,775 391 313,
"Mgr. Petra Mandincová, Ph.D Klinická psychologie",Psychologové,U Gemini 360 760 01 Zlín,,575 570 445,
"Psychocentrum Zlín Klinická psychologie Mgr. Michal Pernička, Ph.D.",Psychologové,Osvoboditelů 91 760 01 Zlín,,"577 220 634, 737 038 850",
Mgr. Lenka Opravilová Klinická psychologie,Psychologové,2. Května 3070 760 01 Zlín,,728 506 780,
"Psychologická ordinace Altera, s.r.o. Klinická psychologie Mgr. et Mgr. Blanka Kuželová",Psychologové,Bartošova 4341 760 01 Zlín,,777 342 253,
Ambulance klinické psychologie s.r.o.,Psychologové,"Spojů 835, 708 00 Ostrava-Poruba",ordinace@amkp.cz,606 087 282,http://www.amkp.cz/
Poliklinika Hrabůvka – Ambulance klinické psychologie pro děti a dorost,Psychologové,"Dr. Martínka 7, Ostrava – Hrabůvka, 700 30",,595 703 378,http://www.pho.cz/lekari-a-ambulance/psychologie-klinicka/37-phdr-marie-ivanova
Ordinace klinické psychologie – PhDr. Jana Veselá,Psychologové,"Hlavní tř. 1196, 708 00 Ostrava-Poruba",,599 999 997,
Ambulance klinické psychologie – Mgr. Jana Milatová,Psychologové,"Zdeňka Chalabaly 3041/2, 700 30 Ostrava-jih-Bělský Les",info@milatovajana.cz,731 482 917,https://www.milatovajana.cz/
Ambulance klinické psychologie – Mgr. Ivan Domes,Psychologové,"Slávky Budínové 841, 713 00 Slezská Ostrava-Heřmanice",,739 922 815,http://www.michaelvaclavik.cz/
Ordinace dětské klinické psychologie PhDr. Jelena Krásná,Psychologové,"Milíčova 1386, 702 00 Moravská Ostrava a Přívoz",,596 116 700,
Ordinace Klinické psychologie – Vaníková Ludmila PhDr.,Psychologové,"Poštovní 155, 702 00 Moravská Ostrava a Přívoz",,596 117 672,
Mgr. František Šmehlík,Psychologové,"Českobratrská 692/15, 702 00 Moravská Ostrava a Přívoz",,596 112 482,
Slezské psychodiagnosticko-psychosomatické středisko v Ostravě,Psychologové,"Kolejní 12/1323, Moravská Ostrava 702 00",info@psycholog-slezsko.cz,725 980 433,http://www.psycholog-slezsko.cz/
Psychologické centrum Ostrava,Psychologové,"Veleslavínova 1022/4, 702 00 Moravská Ostrava a Přívoz",psych.poradenstvi@gmail.com,773 435 433,http://www.psychologie-centrum.cz/
Soukromá psychologická praxe pro děti a dospělé – Mgr. Filip Jadlovec,Psychologové,"Nádražní 108, 702 00 Moravská Ostrava a Přívoz",jadlovec@ostrava-psycholog.cz,736 210 321,https://www.ostrava-psycholog.cz/
J.B. Mayzlík s.r.o. – PhDr. Jarmila Mayzlíková,Psychologové,"Repinova 1931, 702 00 Moravská Ostrava a Přívoz",mayzlikova.j@centrum.cz,724 242 423,https://psychoterapie-ostrava-praha.cz/Ostrava.php
"Janošková Svatava, Mgr.",Psychologové,"28. října 2663/150, 702 00 Moravská Ostrava a Přívoz",konzultace@terapie-tarot.cz,731 482 969,http://terapie-tarot.cz/
Ordinace psychoterapie a klinické Psychologie – Mgr. Lubica Lichorobiecová,Psychologové,"Masarykova tř. 900, 735 14 Orlová",,596 583 534,
Klinická psychologie Pastuchová s.r.o.,Psychologové,"Mezi Cestami 1249, 735 53 Dolní Lutyně",psycholog.pastuchova@gmail.com,602 579 849,https://psycholog-bohumin.cz/
Ambulance klinické a dopravní psychologie – Mgr. Martina Gebarová,Psychologové,"Na Poříčí 595, 738 01 Frýdek-Místek",dopravnipsychologie@seznam.cz,775 893 394,
Ambulance klinické psychologie – Mgr. Romana Kučová,Psychologové,"8. pěšího pluku 85, 738 01 Frýdek-Místek",klinickapsychologieR@klinic.cz,603 396 912,http://www.klinic.cz/
PSYCHOLOGICKÉ PORADENSTVÍ A TERAPIE Mgr. Radek Chrobák,Psychologové,"Na Poříčí 595, 738 01 Frýdek-Místek",radekchrobak@seznam.cz,731 033 129,https://www.chrobak-terapeut.cz/
"PhDr. Dokoupilová, klinická psycholožka s.r.o.",Psychologové,"Dělnická 884/41, Prostřední Suchá, 735 64 Havířov",,596 410 251,http://phdrdokoupilova.cz/
Psychologicko-terapeutická ambulance s.r.o. – PhDr. Milena Tejklová,Psychologové,"Dlouhá tř. 1101, 736 01 Havířov",,"596 430 768, 733 299 321",http://www.psycholog-tejklova.cz/
Psycholog Juříková Bronislava PhDr.,Psychologové,"Svatopluka Čecha 1597, 741 01 Nový Jičín",,556 701 678,
Klinická a dopravní psychologie – PhDr. Věra Matúšová,Psychologové,"Štefánikova 826/7, 741 01 Nový Jičín",psychologie.mat@centrum.cz,774 701 947,https://www.psychotesty-ridici.cz/
MG Medical Centrum – Ambulance klinické psychologie PhDr. Iva Holubová,Psychologové,"Ostrožná 244, 746 01 Opava",,603 857 751,https://www.medical-center.cz/
Ordinace dětského klinického psychologa – PhDr. Alice Strossová,Psychologové,"Englišova 1804/ 33, 746 01 Opava",,553 713 523,
"Mgr. Marie Müllerová – psycholog, psychoterapeut",Psychologové,"Dolní náměstí 9, Opava 746 01",marie.psycholog@seznam.cz,607 203 071,https://www.psycholog-marie-opava.cz/
Psychologická praxe Krnov – Mgr. Vlaďka Ptašniková,Psychologové,"Nám. Hrdinů 933, Pod Bezručovým vrchem, 794 01 Krnov",p.vladka@seznam.cz,604 108 583,http://www.psychologickapraxe-krnov.cz/
Ordinace dětského klinického psychologa – PhDr. Alice Strossová,Psychologové,"Opavská 97, 749 01 Vítkov",,608 733 158,
Klinická Psychologie A Psychoterapie Jablunkov s.r.o.,Psychologové,"Plukovníka Velebnovského 180, 739 91 Jablunkov",renata.kulkova@tiscali.cz,774 635 690,https://psychologie-jablunkov.webnode.cz/
"THERÁPON 98, a.s. – Ambulance klinické psychologie PhDr. Dana Davidová",Psychologové,"Štefánikova 1301/4, 742 21 Kopřivnice",,556 870 144,
Psychologické centrum Ostrava – pobočka Bohumín,Psychologové,"1. Máje 260, 735 31 Bohumín – Skřečoň (budova Čemat)",psych.poradenstvi@gmail.com,773 435 433,http://www.psychologie-centrum.cz/
Ambulance klinické psychologie a psychoterapie Český Těšín,Psychologové,"Ostravská 783, 737 01 Český Těšín",jmachova.jm@gmail.com,608 000 783,http://www.psychologietesin.cz/
Psychologická poradna Třinec,Psychologové,"nám. Míru 551, Staré Město, 739 61 Třinec",barbarakiedron@seznam.cz,777 308 777,https://psychologicka-poradna-trinec.webnode.cz/
Nízkoprahové zařízení pro děti a mládež RESTART – Kotec o.s.,Nízkoprahové zařízení,"Nádražní náměstí 299, Mariánské Lázně 353 01",,608 656 561,http://www.kotec.cz/
Nízkoprahové zařízení dětí a mládeže OÁZA,Nízkoprahové zařízení,"Mírová 1434/27, Nové Město, 735 06 Karviná 6",oaza@akademickyustav.cz,731 310 286,http://www.akademickyustav.cz/oaza
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Frenštát pod Radhoštěm",Nízkoprahové zařízení,"Záhuní 407, 744 01 Frenštát pod Radhoštěm",petra.morcinkova@armadaspasy.cz,737 215 433,http://www.armadaspasy.cz/
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Kamarád",Nízkoprahové zařízení,"Francouzská 1181/26, 742 21 Kopřivnice",marcela.stryjova@armadaspasy.cz,737 215 431,http://www.armadaspasy.cz/
"Armáda spásy, Centrum sociálních služeb Jirkov",Nízkoprahové zařízení,"Školní 1727, Jirkov, 431 11 Jirkov 1",zuzana.horcikova@armadaspasy.cz,773 770 285,http://www.armadaspasy.cz/
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Havířov",Nízkoprahové zařízení,"Slovenského národního povstání 805/2, Šumbark, 736 01 Havířov 1",marek.blahut@armadaspasy.cz,737 215 417,http://www.armadaspasy.cz/havirov
"Armáda spásy, Centrum sociálních služeb Přerov",Nízkoprahové zařízení,"9. května 2481/107, Přerov I-Město, 750 02 Přerov 2",veronika.skoupilova@armadaspasy.cz,773 770 244,http://www.armadaspasy.cz/
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Krnov",Nízkoprahové zařízení,"Opavská 254/34, Pod Cvilínem, 794 01 Krnov 1",darina.vranova@armadaspasy.cz,773 770 213,http://www.armadaspasy.cz
"Armáda spásy, Centrum sociálních služeb - Klub na Úvalské",Nízkoprahové zařízení,"Úvalská 603/36, Drahovice, 360 01 Karlovy Vary",katerina.copova@armadaspasy.cz,737 215 407,http://www.armadaspasy.cz
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Ostrava - Přívoz",Nízkoprahové zařízení,"Palackého 741/25, Přívoz, 702 00 Ostrava 2",marcela.stryjova@armadaspasy.cz,737 215 431,http://www.armadaspasy.cz
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Jonáš",Nízkoprahové zařízení,"Kubíčkova č.ev. 23, Bystrc, 635 00 Brno 35",nzdmjonas.brno@armadaspasy.cz,773 770 236,http://www.armadaspasy.cz
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Lavina",Nízkoprahové zařízení,"Staňkova 354/6, Brno-Královo Pole, Ponava, 602 00 Brno 2",kcstankova.brno@armadaspasy.cz,773 770 232,http://www.armadaspasy.cz
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Dživipen",Nízkoprahové zařízení,"Körnerova 221/1, Brno-střed, Zábrdovice, 602 00 Brno 2",kckornerova.brno@armadaspasy.cz,773 770 239,http://www.armadaspasy.cz
"Art Movement, z.s. - Tusarka 26",Nízkoprahové zařízení,"Tusarova 1521/26, Praha 7-Holešovice, 170 00 Praha 7",katerina.riley@artmovement.cz,606 634 688,www.artmovement.cz
Klub Remix,Nízkoprahové zařízení,"U Jeslí 565, Nejdek, 362 21 Nejdek 1",nzdm@bezvanejdek.cz,605 479 062,
Nízkoprahový klub Díra,Nízkoprahové zařízení,"Felberova 669/2, Lány, 568 02 Svitavy 2",lenka@osbonanza.cz,608 218 847,www.osbonanza.cz
Prevence s Bonanzou,Nízkoprahové zařízení,"Vendolí 18, 569 14 Vendolí",lenka@osbonanza.cz,608 218 847,www.osbonanza.cz
NZDM Klub Bunkr,Nízkoprahové zařízení,"Tyršova 118/8, Nový Jičín, 741 01 Nový Jičín 1",nzdm.novyjicin@bunkr.cz,734 178 556,www.bunkr.cz
NZDM Klub Bunkr,Nízkoprahové zařízení,"Ad. Mickiewicze 67, Nový Bohumín, 735 81 Bohumín 1",nzdm.bohumin@bunkr.cz,734 321 931,www.bunkr.cz
NZDM Klub Bunkr,Nízkoprahové zařízení,"Jablunkovská 705, Staré Město, 739 61 Třinec 1",nzdm.trinec@bunkr.cz,731 444 371,www.bunkr.cz
Nízkoprahové zařízení pro děti a mládež Radvanice,Nízkoprahové zařízení,"Ráčkova 664/20, Radvanice, 716 00 Ostrava 16",centrom@centrom.cz,774 713 002,www.centrom.cz
Nízkoprahové zařízení pro děti a mládež Vítkovice,Nízkoprahové zařízení,"Sirotčí 692/45, Vítkovice, 703 00 Ostrava 3",centrom@centrom.cz,774 713 002,www.centrom.cz
Nízkoprahový klub pro děti a mládež Bouda,Nízkoprahové zařízení,"T. G. Masaryka 114, Latrán, 381 01 Český Krumlov 1",bouda@cpdm.cz,734 443 923,http://www.cpdm.cz
Klub 17,Nízkoprahové zařízení,"Socháňova 1221/25, Praha 17-Řepy, 163 00 Praha",cszs@iol.cz,235 314 141,http://www.cszs.cz/
Harmonia - kulturní a vzdělávací centrum,Nízkoprahové zařízení,"Krátká 422, 252 07 Štěchovice",sigmundova@css-hvozdy.cz,733 196 118,www.css-hvozdy.cz
Klub Cesta,Nízkoprahové zařízení,"Na Obci 2049/9, Říčany, 251 01 Říčany u Prahy",klubcesta@cestaintegrace.cz,774 780 541,www.cestaintegrace.cz
Centrum,Nízkoprahové zařízení,"Bezručova 219/11, Děčín IV-Podmokly, 405 02 Děčín",os.cinka@seznam.cz,412 517 924,www.cinka-decin.cz
"Člověk v tísni, o.p.s.",Nízkoprahové zařízení,"Vltavská 3101/24, Praha 5-Smíchov, 150 00 Praha 5",vaclav.kucera@clovekvtisni.cz,777 782 066,www.clovekvtisni.cz
"Člověk v tísni, o.p.s",Nízkoprahové zařízení,"5. května 296/34, 358 01 Kraslice",jan.nemecek@clovekvtisni.cz,777 333 879,https://www.clovekvtisni.cz/cs/socialni-prace/pobocka/karlovy-vary
"Člověk v tísni, o.p.s., Otevřený klub",Nízkoprahové zařízení,"Teplická 918, Teplické Předměstí, 418 01 Bílina",anna.skripalova@clovekvtisni.cz,778 435 968,www.clovekvtisni.cz/bilina
"Člověk v tísni, o.p.s., Klub Mixér",Nízkoprahové zařízení,"Hrbovická 335/60, Ústí nad Labem-město, Předlice, 400 01 Ústí nad Labem",daniela.prochazkova@clovekvtisni.cz,734 428 389,www.clovekvtisni.cz
"Člověk v tísni, o.p.s.",Nízkoprahové zařízení,"Chrastavská 266/16, Liberec II-Nové Město, 460 01 Liberec",lukas.prucha@clovekvtisni.cz,485 104 446,www.clovekvtisni.cz
"Člověk v tísni, o.p.s - eNCéčko",Nízkoprahové zařízení,"Teplická 918, Teplické Předměstí, 418 01 Bílina",anna.skripalova@clovekvtisni.cz,778 435 968,www.clovekvtisni.cz/bilina
"Člověk v tísni o.p.s., Nový svět",Nízkoprahové zařízení,"Matiční 182/11, Ústí nad Labem-Neštěmice, Krásné Březno, 400 07 Ústí nad Labem",daniela.prochazkova@clovekvtisni.cz,734 428 389,www.clovekvtisni.cz
Darmoděj z.ú. - Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Hlavní 207, Mikulovice, 790 84 Mikulovice u Jeseníku",nzdm@darmodej.cz,775 039 589,www.darmodej.cz
NZDM Lucerna,Nízkoprahové zařízení,"Duškova 79, Josefov, 551 02 Jaroměř",nzdm@milicak.cz,,www.milicak.cz
Diakonie ČCE - středisko v Jablonci nad Nisou - NZDM CAJK,Nízkoprahové zařízení,"Míru 1407, Frýdlant, 464 01 Frýdlant v Čechách",vedouci.cajk@jablonec-diakonie.cz,"603 291 933",
Diakonie ČCE - středisko v Jablonci nad Nisou - NZDM Kruháč,Nízkoprahové zařízení,"5. května 193/2, Jablonec nad Nisou, 466 01 Jablonec nad Nisou",vedouci.kruhac@jablonec-diakonie.cz,734 391 851,www.jablonec.diakonie.cz
RUBIKON,Nízkoprahové zařízení,"Poschla 988, Vsetín, 755 01 Vsetín",indrakova@diakonievsetin.cz,737 316 738,www.diakonievsetin.cz
Klub Akcent pro děti a mládež,Nízkoprahové zařízení,"Jiráskova 481, Nové Město, 337 01 Rokycany",kluby@diakoniezapad.cz,731 517 377,www.diakoniezapad.cz
Klub Coolna Moravský Krumlov,Nízkoprahové zařízení,"Břízová 254, 672 01 Moravský Krumlov",coolna.mkrumlov@znojmo.charita.cz,739 389 274,http://znojmo.charita.cz
NZDM Maják Luka nad Jihlavou,Nízkoprahové zařízení,"nám. 9. května 357, 588 22 Luka nad Jihlavou",majak@jihlava.charita.cz,734 435 311,www.jihlava.charita.cz
Wellmez - nízkoprahové zařízení pro děti a mládež Velké Meziříčí,Nízkoprahové zařízení,"Hornoměstská č.ev. 366/41, 594 01 Velké Meziříčí",veronika.melicharova@zdar.charita.cz,731 626 116,www.zdar.charita.cz
Nízkoprahové centrum pro děti a mládež Vata,Nízkoprahové zařízení,"Komenského 38, 667 01 Židlochovice",vaclav.necas@rajhrad.charita.cz,739 389 264,
ZASTÁVka Telč,Nízkoprahové zařízení,"Slavíčkova 387, Telč-Podolí, 588 56 Telč",zastavka.telc@jihlava.charita.cz,"567 214 613",http://www.jihlava.charita.cz
Klub Coolna Znojmo,Nízkoprahové zařízení,"Masarykovo náměstí 448/21, Znojmo, 669 02 Znojmo",coolna@znojmo.charita.cz,739 389 275,http://znojmo.charita.cz/
Klub Čas,Nízkoprahové zařízení,"Ráboňova 116, Tišnov, 666 01 Tišnov",zuzana.ucnova@tisnov.charita.cz,739 247 942,www.tisnov.charita.cz
Nízkoprahový klub Pohoda Hodonín,Nízkoprahové zařízení,"Horní Valy 3655/2, Hodonín, 695 01 Hodonín",p-centrum.hodonin@charita.cz,737 234 093,http://www.hodonin.charita.cz
Nadosah - nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Masarykovo náměstí 299, 593 01 Bystřice nad Pernštejnem",renata.hanychova@zdar.charita.cz,777 755 437,http://www.zdar.charita.cz
Nízkoprahové zařízení pro děti a mládež Vrakbar Jihlava,Nízkoprahové zařízení,"Žižkova 1939/20, Jihlava, 586 01 Jihlava",vrakbar@jihlava.charita.cz,739 381 037,http://www.jihlava.charita.cz
Ponorka - nízkoprahové zařízení pro děti a mládež Žďár nad Sázavou,Nízkoprahové zařízení,"Nádražní 1141/44, Žďár nad Sázavou 6, 591 01 Žďár nad Sázavou",ponorka@zdar.charita.cz,777 755 436,http://www.zdar.charita.cz
Erko - nízkoprahové zařízení pro děti a mládež Jihlava,Nízkoprahové zařízení,"Žižkova 2076/108, Jihlava, 586 01 Jihlava",erko.jihlava@jihlava.charita.cz,734 765 748,http://www.jihlava.charita.cz
Zlatá zastávka Adamov,Nízkoprahové zařízení,"Komenského 322/6, Adamov, 679 04 Adamov",z.zastavka.adamov@blansko.charita.cz,733 741 732,http://www.blansko.charita.cz
Ambrela - Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"L. Pokorného 58/15, Zámostí, 674 01 Třebíč",marie.porizova@trebic.charita.cz,736 529 299,http://www.trebic.charita.cz
BARÁK - nízkoprahový klub,Nízkoprahové zařízení,"Mládežnická 229, Nové Dvory, 674 01 Třebíč",marie.porizova@trebic.charita.cz,736 529 299,www.trebic.charita.cz
Nízkoprahový klub Horizont,Nízkoprahové zařízení,"Holvekova 204/44, Slezská Ostrava-Kunčičky, 718 00 Ostrava",nzdm.horizont@dchoo.charita.cz,731 609 868,www.dchoo.charita.cz
NZDM Archa,Nízkoprahové zařízení,"Miskovice 30, 285 01 Miskovice u Kutné Hory",NZDMARCHA@SEZNAM.CZ,734 589 759,www.diteakun.cz
Domeček - středisko Husitské diakonie,Nízkoprahové zařízení,"Branka 588, 374 01 Trhové Sviny","domecek@domecek.org",386 322 545,http://www.domecek.org
Nízkoprahový klub pro děti a mládež,Nízkoprahové zařízení,"Hřbitovní 558, 763 15 Slušovice",info@idomino.eu,577 218 708,www.idomino.eu
Nízkoprahové zařízení pro děti a mládež DROM,Nízkoprahové zařízení,"Hvězdová 906/9, Brno-střed, Zábrdovice, 602 00 Brno","drom@drom.cz",545 211 576,http://www.drom.cz
NZDM DoPatra,Nízkoprahové zařízení,"Karla IV. 83, 504 01 Nový Bydžov",sholmanova@seznam.cz,495 260 704,www.dopatra.cz
Klub Beztíže,Nízkoprahové zařízení,"Na Balkáně 2866/17a, Praha 3-Žižkov, 130 00 Praha",info@ulita.cz,271 771 026,www.ulita.cz
Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Zlatnická 187, Rudolice, 434 01 Most","nebesar@dumrk.cz",476 118 209,www.dumrk.cz
Nízkoprahový klub pro děti a mládež Magnet,Nízkoprahové zařízení,"Rolnická 1636/21a, Opava -Kateřinky, 747 05 Opava",clubmagnetopava@email.cz,775 591 986,www.elimopava.cz
"Nízkoprahové zařízení pro děti a mládež ""Na Hraně""",Nízkoprahové zařízení,"Úzká 717/3, 748 01 Hlučín",nzdmnahrane@email.cz,775 591 986,www.elimopava.cz
Nízkoprahové zařízení pro děti a mládež - CARAVAN,Nízkoprahové zařízení,"Čsl. armády 808/43b, Pod Cvilínem, 794 01 Krnov",lucie.plebanova@eurotopia.cz,735 171 001,http://www.opava.eurotopia.cz/index-caravan.php
NZDM Klub Modrá kočka,Nízkoprahové zařízení,"Hradecká 650/16, Opava -Předměstí, 746 01 Opava",eva.grydilova@eurotopia.cz,731 613 482,www.opava.eurotopia.cz
NZDM Maják,Nízkoprahové zařízení,"B. Němcové 853, Poruba, 735 14 Orlová",futra@email.cz,777 988 786,www.futra.cz
NZDM Futra,Nízkoprahové zařízení,"Masarykova třída 1000, Lutyně, 735 14 Orlová",futra@email.cz,777 988 786,www.futra.cz
Hiporehabilitace Jupiter z.s.,Nízkoprahové zařízení,"Mníšecká 23, 252 30 Řevnice",info@jupiter.cz,776 614 704,www.hipojupiter.cz
Nízkoprahoví zařízení pro děti a mládež Břidličná,Nízkoprahové zařízení,"Sokolovská 143, 793 51 Břidličná",d.kaderabek@seznam.cz,725 958 495,
Nízkoprahový klub Husita,Nízkoprahové zařízení,"náměstí Barikád 1520/1, Praha 3-Žižkov, 130 00 Praha",info@husitskecentrum.cz,605 860 906,https://komunitnikostel.cz/husita
Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Komenského 288, 407 21 Česká Kamenice",,,
Klub KOULE Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Dubická 992/14, Česká Lípa, 470 01 Česká Lípa",jenistova@ceskalipa.charita.cz,774 116 215,www.ceskalipa.charita.cz
Nízkoprahové zařízení pro děti a mládež V.I.P.,Nízkoprahové zařízení,"Skuherského 1418/70, České Budějovice 3, 370 01 České Budějovice","vip@cbudejovice.charita.cz",731 604 494,www.cbudejovice.charita.cz
Nízkoprahové zařízení pro děti a mládež DéDéčko,Nízkoprahové zařízení,"Dolní Dvořiště 171, 382 72 Dolní Dvořiště",katerina.krivohlavkova@ckrumlov.charita.cz,731 604 505,www.ckrumlov.charita.cz
Nízkoprahové zařízení pro děti a mládež Molo,Nízkoprahové zařízení,"Družstevní 596, 382 32 Velešín",katerina.krivohlavkova@ckrumlov.charita.cz,731 604 505,www.ckrumlov.charita.cz
Nízkoprahové zařízení pro děti a mládež Depo,Nízkoprahové zařízení,"Horská 740, Kaplice, 382 41 Kaplice",katerina.krivohlavkova@ckrumlov.charita.cz,731 604 505,http://www.ckrumlov.charita.cz
"Charitní středisko ""Kometa""",Nízkoprahové zařízení,"Centrum 2296/20, Mizerov, 734 01 Karviná",venka.pokorna@ceskytesin.charita.cz,603 287 666,www.ceskytesin.charita.cz
Klub Nezbeda,Nízkoprahové zařízení,"F. Čejky 450, Místek, 738 01 Frýdek-Místek",klubnezbeda@charitafm.cz,733 433 177,www.charitafm.cz
Nízkoprahový klub Coolna,Nízkoprahové zařízení,"Školní 1582, 769 01 Holešov",coolna@holesov.charita.cz,735 793 125,www.holesov.charita.cz
Nízkoprahové zařízení pro děti a mládež Fénix,Nízkoprahové zařízení,"Třída Československé armády 211, Hranice I-Město, 753 01 Hranice",martina.olsova@hranice.charita.cz,739 344 078,www.hranice.charita.cz
Nízkoprahové zařízení pro děti a mládež Kompas,Nízkoprahové zařízení,"Arch. Teplého 1306, Jindřichův Hradec II, 377 01 Jindřichův Hradec",nzdm@jhradec.charita.cz,730 540 628,
Nízkoprahové zařízení pro děti a mládež - Klub Rep Sun Charita Kralupy nad Vltavou,Nízkoprahové zařízení,"Riegrova 173/4, Kralupy nad Vltavou, 278 01 Kralupy nad Vltavou",nizkoprah@nasefarnost.cz,606 613 018,http://kralupy.charita.cz/
Zvídálek - středisko pro mimoškolní činnost romských dětí,Nízkoprahové zařízení,"Revoluční 966/56, Pod Bezručovým vrchem, 794 01 Krnov 1)",krnov@caritas.cz,606 771 040,www.krnov.charita.cz
Klub Bárka,Nízkoprahové zařízení,"Sv. Čecha 1429/4b, Kyjov, 697 01 Kyjov",barka@kyjov.charita.cz,777 128 849,klubbarka.estranky.cz
Panna Marie Pomocná s dětmi a mládeží,Nízkoprahové zařízení,"Terezínská 1111, Lovosice, 410 02 Lovosice",charita@charitalovosice.cz,777 077 768,www.charitalovosice.cz
Coolna,Nízkoprahové zařízení,"Svatováclavská 1020, Žatec, 438 01 Žatec","charita@charita-most.cz",476 119 999,www.charita-most.cz
Zastávka,Nízkoprahové zařízení,"Osecká 794/1, 419 01 Duchcov","podlogarova@charita-most.cz",778 545 681,www.charita-most.cz
Nízkoprahová zařízení pro děti a mládež Zákupák,Nízkoprahové zařízení,"Mimoňská 203, 471 23 Zákupy","charita@charita-most.cz",476 119 999,www.charita-most.cz
Tanvaldská Kotva,Nízkoprahové zařízení,"Hlavní 1309, 468 51 Smržovka",charita@charita-most.cz,476 119 999,charita-most.cz
Nízkoprahové zařízení pro děti a mládež Drak,Nízkoprahové zařízení,"Náhlov 128, Ralsko, 463 52 Osečná",charita@charita-most.cz,476 119 999,charita-most.cz
Nízkoprahové zařízení pro děti a mládež Khamoro,Nízkoprahové zařízení,"Jiráskova 5338, Chomutov, 430 03 Chomutov","drapak@charitamost.cz",603 148 127,www.charitamost.cz
Nízkoprahové zařízení pro děti a mládež Domino,Nízkoprahové zařízení,"Janovská 122, Janov, 435 42 Litvínov",abartkova@charita-most.cz,476 119 999,www.charita-most.cz
Sovička,Nízkoprahové zařízení,"Petra Jilemnického 2459/5, Most, 434 01 Most",charita@charitamost.cz,476 119 999,http://www.charita-most.cz
