Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched
"Mgr. Marie Müllerová – psycholog, psychoterapeut",Psychologové,"Dolní náměstí 9, Opava 746 01",marie.psycholog@seznam.cz,+420607203071,https://www.psycholog-marie-opava.cz/,,matched
Psychologická praxe Krnov – Mgr. Vlaďka Ptašniková,Psychologové,"Nám. Hrdinů 933, Pod Bezručovým vrchem, 794 01 Krnov",p.vladka@seznam.cz,+420604108583,http://www.psychologickapraxe-krnov.cz/,,matched
Klinická Psychologie A Psychoterapie Jablunkov s.r.o.,Psychologové,"Plukovníka Velebnovského 180, 739 91 Jablunkov",renata.kulkova@tiscali.cz,+420774635690,https://psychologie-jablunkov.webnode.cz/,,matched
Psychologické centrum Ostrava – pobočka Bohumín,Psychologové,"1. Máje 260, 735 31 Bohumín – Skřečoň (budova Čemat)",psych.poradenstvi@gmail.com,+420773435433,http://www.psychologie-centrum.cz/,,matched
Ambulance klinické psychologie a psychoterapie Český Těšín,Psychologové,"Ostravská 783, 737 01 Český Těšín",jmachova.jm@gmail.com,+420608000783,http://www.psychologietesin.cz/,,matched
Psychologická poradna Třinec,Psychologové,"nám. Míru 551, Staré Město, 739 61 Třinec",barbarakiedron@seznam.cz,+420777308777,https://psychologicka-poradna-trinec.webnode.cz/,,matched
Nízkoprahové zařízení pro děti a mládež RESTART – Kotec o.s.,Nízkoprahové zařízení,"Nádražní náměstí 299, Mariánské Lázně 353 01",,+420608656561,http://www.kotec.cz/,,matched
Nízkoprahové zařízení dětí a mládeže OÁZA,Nízkoprahové zařízení,"Mírová 1434/27, Nové Město, 735 06 Karviná 6",oaza@akademickyustav.cz,+420731310286,http://www.akademickyustav.cz/oaza,,matched
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Frenštát pod Radhoštěm",Nízkoprahové zařízení,"Záhuní 407, 744 01 Frenštát pod Radhoštěm",petra.morcinkova@armadaspasy.cz,+420737215433,http://www.armadaspasy.cz/,,matched
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Kamarád",Nízkoprahové zařízení,"Francouzská 1181/26, 742 21 Kopřivnice",marcela.stryjova@armadaspasy.cz,+420737215431,http://www.armadaspasy.cz/,,matched
"Armáda spásy, Centrum sociálních služeb Jirkov",Nízkoprahové zařízení,"Školní 1727, Jirkov, 431 11 Jirkov 1",zuzana.horcikova@armadaspasy.cz,+420773770285,http://www.armadaspasy.cz/,,matched
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Havířov",Nízkoprahové zařízení,"Slovenského národního povstání 805/2, Šumbark, 736 01 Havířov 1",marek.blahut@armadaspasy.cz,+420737215417,http://www.armadaspasy.cz/havirov,,matched
"Armáda spásy, Centrum sociálních služeb Přerov",Nízkoprahové zařízení,"9. května 2481/107, Přerov I-Město, 750 02 Přerov 2",veronika.skoupilova@armadaspasy.cz,+420773770244,http://www.armadaspasy.cz/,,matched
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Krnov",Nízkoprahové zařízení,"Opavská 254/34, Pod Cvilínem, 794 01 Krnov 1",darina.vranova@armadaspasy.cz,+420773770213,http://www.armadaspasy.cz,,matched
"Armáda spásy, Centrum sociálních služeb - Klub na Úvalské",Nízkoprahové zařízení,"Úvalská 603/36, Drahovice, 360 01 Karlovy Vary",katerina.copova@armadaspasy.cz,+420737215407,http://www.armadaspasy.cz,,matched
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Ostrava - Přívoz",Nízkoprahové zařízení,"Palackého 741/25, Přívoz, 702 00 Ostrava 2",marcela.stryjova@armadaspasy.cz,+420737215431,http://www.armadaspasy.cz,,matched
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Jonáš",Nízkoprahové zařízení,"Kubíčkova č.ev. 23, Bystrc, 635 00 Brno 35",nzdmjonas.brno@armadaspasy.cz,+420773770236,http://www.armadaspasy.cz,,matched
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Lavina",Nízkoprahové zařízení,"Staňkova 354/6, Brno-Královo Pole, Ponava, 602 00 Brno 2",kcstankova.brno@armadaspasy.cz,+420773770232,http://www.armadaspasy.cz,,matched
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Dživipen",Nízkoprahové zařízení,"Körnerova 221/1, Brno-střed, Zábrdovice, 602 00 Brno 2",kckornerova.brno@armadaspasy.cz,+420773770239,http://www.armadaspasy.cz,,matched
"Art Movement, z.s. - Tusarka 26",Nízkoprahové zařízení,"Tusarova 1521/26, Praha 7-Holešovice, 170 00 Praha 7",katerina.riley@artmovement.cz,+420606634688,www.artmovement.cz,https://www.artmovement.cz,matched
Nízkoprahový klub Díra,Nízkoprahové zařízení,"Felberova 669/2, Lány, 568 02 Svitavy 2",lenka@osbonanza.cz,+420608218847,www.osbonanza.cz,https://www.osbonanza.cz,matched
Prevence s Bonanzou,Nízkoprahové zařízení,"Vendolí 18, 569 14 Vendolí",lenka@osbonanza.cz,+420608218847,www.osbonanza.cz,https://www.osbonanza.cz,matched
NZDM Klub Bunkr,Nízkoprahové zařízení,"Tyršova 118/8, Nový Jičín, 741 01 Nový Jičín 1",nzdm.novyjicin@bunkr.cz,+420734178556,www.bunkr.cz,https://www.bunkr.cz,matched
NZDM Klub Bunkr,Nízkoprahové zařízení,"Ad. Mickiewicze 67, Nový Bohumín, 735 81 Bohumín 1",nzdm.bohumin@bunkr.cz,+420734321931,www.bunkr.cz,https://www.bunkr.cz,matched
NZDM Klub Bunkr,Nízkoprahové zařízení,"Jablunkovská 705, Staré Město, 739 61 Třinec 1",nzdm.trinec@bunkr.cz,+420731444371,www.bunkr.cz,https://www.bunkr.cz,matched
Nízkoprahové zařízení pro děti a mládež Radvanice,Nízkoprahové zařízení,"Ráčkova 664/20, Radvanice, 716 00 Ostrava 16",centrom@centrom.cz,+420774713002,www.centrom.cz,https://www.centrom.cz,matched
Nízkoprahové zařízení pro děti a mládež Vítkovice,Nízkoprahové zařízení,"Sirotčí 692/45, Vítkovice, 703 00 Ostrava 3",centrom@centrom.cz,+420774713002,www.centrom.cz,https://www.centrom.cz,matched
Nízkoprahový klub pro děti a mládež Bouda,Nízkoprahové zařízení,"T. G. Masaryka 114, Latrán, 381 01 Český Krumlov 1",bouda@cpdm.cz,+420734443923,http://www.cpdm.cz,,matched
Klub 17,Nízkoprahové zařízení,"Socháňova 1221/25, Praha 17-Řepy, 163 00 Praha",cszs@iol.cz,+420235314141,http://www.cszs.cz/,,matched
Harmonia - kulturní a vzdělávací centrum,Nízkoprahové zařízení,"Krátká 422, 252 07 Štěchovice",sigmundova@css-hvozdy.cz,+420733196118,www.css-hvozdy.cz,https://www.css-hvozdy.cz,matched
Klub Cesta,Nízkoprahové zařízení,"Na Obci 2049/9, Říčany, 251 01 Říčany u Prahy",klubcesta@cestaintegrace.cz,+420774780541,www.cestaintegrace.cz,https://www.cestaintegrace.cz,matched
Centrum,Nízkoprahové zařízení,"Bezručova 219/11, Děčín IV-Podmokly, 405 02 Děčín",os.cinka@seznam.cz,+420412517924,www.cinka-decin.cz,https://www.cinka-decin.cz,matched
"Člověk v tísni, o.p.s.",Nízkoprahové zařízení,"Vltavská 3101/24, Praha 5-Smíchov, 150 00 Praha 5",vaclav.kucera@clovekvtisni.cz,+420777782066,www.clovekvtisni.cz,https://www.clovekvtisni.cz,matched
"Člověk v tísni, o.p.s",Nízkoprahové zařízení,"5. května 296/34, 358 01 Kraslice",jan.nemecek@clovekvtisni.cz,+420777333879,https://www.clovekvtisni.cz/cs/socialni-prace/pobocka/karlovy-vary,,matched
"Člověk v tísni, o.p.s., Otevřený klub",Nízkoprahové zařízení,"Teplická 918, Teplické Předměstí, 418 01 Bílina",anna.skripalova@clovekvtisni.cz,+420778435968,www.clovekvtisni.cz/bilina,https://www.clovekvtisni.cz/bilina,matched
"Člověk v tísni, o.p.s., Klub Mixér",Nízkoprahové zařízení,"Hrbovická 335/60, Ústí nad Labem-město, Předlice, 400 01 Ústí nad Labem",daniela.prochazkova@clovekvtisni.cz,+420734428389,www.clovekvtisni.cz,https://www.clovekvtisni.cz,matched
"Člověk v tísni, o.p.s.",Nízkoprahové zařízení,"Chrastavská 266/16, Liberec II-Nové Město, 460 01 Liberec",lukas.prucha@clovekvtisni.cz,+420485104446,www.clovekvtisni.cz,https://www.clovekvtisni.cz,matched
"Člověk v tísni, o.p.s - eNCéčko",Nízkoprahové zařízení,"Teplická 918, Teplické Předměstí, 418 01 Bílina",anna.skripalova@clovekvtisni.cz,+420778435968,www.clovekvtisni.cz/bilina,https://www.clovekvtisni.cz/bilina,matched
"Člověk v tísni o.p.s., Nový svět",Nízkoprahové zařízení,"Matiční 182/11, Ústí nad Labem-Neštěmice, Krásné Březno, 400 07 Ústí nad Labem",daniela.prochazkova@clovekvtisni.cz,+420734428389,www.clovekvtisni.cz,https://www.clovekvtisni.cz,matched
Darmoděj z.ú. - Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Hlavní 207, Mikulovice, 790 84 Mikulovice u Jeseníku",nzdm@darmodej.cz,+420775039589,www.darmodej.cz,https://www.darmodej.cz,matched
NZDM Lucerna,Nízkoprahové zařízení,"Duškova 79, Josefov, 551 02 Jaroměř",nzdm@milicak.cz,,www.milicak.cz,https://www.milicak.cz,matched
Diakonie ČCE - středisko v Jablonci nad Nisou - NZDM Kruháč,Nízkoprahové zařízení,"5. května 193/2, Jablonec nad Nisou, 466 01 Jablonec nad Nisou",vedouci.kruhac@jablonec-diakonie.cz,+420734391851,www.jablonec.diakonie.cz,https://www.jablonec.diakonie.cz,matched
RUBIKON,Nízkoprahové zařízení,"Poschla 988, Vsetín, 755 01 Vsetín",indrakova@diakonievsetin.cz,+420737316738,www.diakonievsetin.cz,https://www.diakonievsetin.cz,matched
Klub Akcent pro děti a mládež,Nízkoprahové zařízení,"Jiráskova 481, Nové Město, 337 01 Rokycany",kluby@diakoniezapad.cz,+420731517377,www.diakoniezapad.cz,https://www.diakoniezapad.cz,matched
Klub Coolna Moravský Krumlov,Nízkoprahové zařízení,"Břízová 254, 672 01 Moravský Krumlov",coolna.mkrumlov@znojmo.charita.cz,+420739389274,http://znojmo.charita.cz,,matched
NZDM Maják Luka nad Jihlavou,Nízkoprahové zařízení,"nám. 9. května 357, 588 22 Luka nad Jihlavou",majak@jihlava.charita.cz,+420734435311,www.jihlava.charita.cz,https://www.jihlava.charita.cz,matched
Wellmez - nízkoprahové zařízení pro děti a mládež Velké Meziříčí,Nízkoprahové zařízení,"Hornoměstská č.ev. 366/41, 594 01 Velké Meziříčí",veronika.melicharova@zdar.charita.cz,+420731626116,www.zdar.charita.cz,https://www.zdar.charita.cz,matched
ZASTÁVka Telč,Nízkoprahové zařízení,"Slavíčkova 387, Telč-Podolí, 588 56 Telč",zastavka.telc@jihlava.charita.cz,+420567214613,http://www.jihlava.charita.cz,,matched
Klub Coolna Znojmo,Nízkoprahové zařízení,"Masarykovo náměstí 448/21, Znojmo, 669 02 Znojmo",coolna@znojmo.charita.cz,+420739389275,http://znojmo.charita.cz/,,matched
Klub Čas,Nízkoprahové zařízení,"Ráboňova 116, Tišnov, 666 01 Tišnov",zuzana.ucnova@tisnov.charita.cz,+420739247942,www.tisnov.charita.cz,https://www.tisnov.charita.cz,matched
Nízkoprahový klub Pohoda Hodonín,Nízkoprahové zařízení,"Horní Valy 3655/2, Hodonín, 695 01 Hodonín",p-centrum.hodonin@charita.cz,+420737234093,http://www.hodonin.charita.cz,,matched
Nadosah - nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Masarykovo náměstí 299, 593 01 Bystřice nad Pernštejnem",renata.hanychova@zdar.charita.cz,+420777755437,http://www.zdar.charita.cz,,matched
Nízkoprahové zařízení pro děti a mládež Vrakbar Jihlava,Nízkoprahové zařízení,"Žižkova 1939/20, Jihlava, 586 01 Jihlava",vrakbar@jihlava.charita.cz,+420739381037,http://www.jihlava.charita.cz,,matched
Ponorka - nízkoprahové zařízení pro děti a mládež Žďár nad Sázavou,Nízkoprahové zařízení,"Nádražní 1141/44, Žďár nad Sázavou 6, 591 01 Žďár nad Sázavou",ponorka@zdar.charita.cz,+420777755436,http://www.zdar.charita.cz,,matched
Erko - nízkoprahové zařízení pro děti a mládež Jihlava,Nízkoprahové zařízení,"Žižkova 2076/108, Jihlava, 586 01 Jihlava",erko.jihlava@jihlava.charita.cz,+420734765748,http://www.jihlava.charita.cz,,matched
Zlatá zastávka Adamov,Nízkoprahové zařízení,"Komenského 322/6, Adamov, 679 04 Adamov",z.zastavka.adamov@blansko.charita.cz,+420733741732,http://www.blansko.charita.cz,,matched
Ambrela - Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"L. Pokorného 58/15, Zámostí, 674 01 Třebíč",marie.porizova@trebic.charita.cz,+420736529299,http://www.trebic.charita.cz,,matched
BARÁK - nízkoprahový klub,Nízkoprahové zařízení,"Mládežnická 229, Nové Dvory, 674 01 Třebíč",marie.porizova@trebic.charita.cz,+420736529299,www.trebic.charita.cz,https://www.trebic.charita.cz,matched
Nízkoprahový klub Horizont,Nízkoprahové zařízení,"Holvekova 204/44, Slezská Ostrava-Kunčičky, 718 00 Ostrava",nzdm.horizont@dchoo.charita.cz,+420731609868,www.dchoo.charita.cz,https://www.dchoo.charita.cz,matched
NZDM Archa,Nízkoprahové zařízení,"Miskovice 30, 285 01 Miskovice u Kutné Hory",nzdmarcha@seznam.cz,+420734589759,www.diteakun.cz,https://www.diteakun.cz,matched
Domeček - středisko Husitské diakonie,Nízkoprahové zařízení,"Branka 588, 374 01 Trhové Sviny",domecek@domecek.org,+420386322545,http://www.domecek.org,,matched
Nízkoprahový klub pro děti a mládež,Nízkoprahové zařízení,"Hřbitovní 558, 763 15 Slušovice",info@idomino.eu,+420577218708,www.idomino.eu,https://www.idomino.eu,matched
Nízkoprahové zařízení pro děti a mládež DROM,Nízkoprahové zařízení,"Hvězdová 906/9, Brno-střed, Zábrdovice, 602 00 Brno",drom@drom.cz,+420545211576,http://www.drom.cz,,matched
NZDM DoPatra,Nízkoprahové zařízení,"Karla IV. 83, 504 01 Nový Bydžov",sholmanova@seznam.cz,+420495260704,www.dopatra.cz,https://www.dopatra.cz,matched
Klub Beztíže,Nízkoprahové zařízení,"Na Balkáně 2866/17a, Praha 3-Žižkov, 130 00 Praha",info@ulita.cz,+420271771026,www.ulita.cz,https://www.ulita.cz,matched
Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Zlatnická 187, Rudolice, 434 01 Most",nebesar@dumrk.cz,+420476118209,www.dumrk.cz,https://www.dumrk.cz,unmatched
Nízkoprahový klub pro děti a mládež Magnet,Nízkoprahové zařízení,"Rolnická 1636/21a, Opava -Kateřinky, 747 05 Opava",clubmagnetopava@email.cz,+420775591986,www.elimopava.cz,https://www.elimopava.cz,matched
"Nízkoprahové zařízení pro děti a mládež ""Na Hraně""",Nízkoprahové zařízení,"Úzká 717/3, 748 01 Hlučín",nzdmnahrane@email.cz,+420775591986,www.elimopava.cz,https://www.elimopava.cz,matched
Nízkoprahové zařízení pro děti a mládež - CARAVAN,Nízkoprahové zařízení,"Čsl. armády 808/43b, Pod Cvilínem, 794 01 Krnov",lucie.plebanova@eurotopia.cz,+420735171001,http://www.opava.eurotopia.cz/index-caravan.php,,matched
NZDM Klub Modrá kočka,Nízkoprahové zařízení,"Hradecká 650/16, Opava -Předměstí, 746 01 Opava",eva.grydilova@eurotopia.cz,+420731613482,www.opava.eurotopia.cz,https://www.opava.eurotopia.cz,matched
NZDM Maják,Nízkoprahové zařízení,"B. Němcové 853, Poruba, 735 14 Orlová",futra@email.cz,+420777988786,www.futra.cz,https://www.futra.cz,matched
NZDM Futra,Nízkoprahové zařízení,"Masarykova třída 1000, Lutyně, 735 14 Orlová",futra@email.cz,+420777988786,www.futra.cz,https://www.futra.cz,matched
Hiporehabilitace Jupiter z.s.,Nízkoprahové zařízení,"Mníšecká 23, 252 30 Řevnice",info@jupiter.cz,+420776614704,www.hipojupiter.cz,https://www.hipojupiter.cz,matched
Nízkoprahový klub Husita,Nízkoprahové zařízení,"náměstí Barikád 1520/1, Praha 3-Žižkov, 130 00 Praha",info@husitskecentrum.cz,+420605860906,https://komunitnikostel.cz/husita,,matched
Klub KOULE Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Dubická 992/14, Česká Lípa, 470 01 Česká Lípa",jenistova@ceskalipa.charita.cz,+420774116215,www.ceskalipa.charita.cz,https://www.ceskalipa.charita.cz,matched
Nízkoprahové zařízení pro děti a mládež V.I.P.,Nízkoprahové zařízení,"Skuherského 1418/70, České Budějovice 3, 370 01 České Budějovice",vip@cbudejovice.charita.cz,+420731604494,www.cbudejovice.charita.cz,https://www.cbudejovice.charita.cz,unmatched
Nízkoprahové zařízení pro děti a mládež DéDéčko,Nízkoprahové zařízení,"Dolní Dvořiště 171, 382 72 Dolní Dvořiště",katerina.krivohlavkova@ckrumlov.charita.cz,+420731604505,www.ckrumlov.charita.cz,https://www.ckrumlov.charita.cz,matched
Nízkoprahové zařízení pro děti a mládež Molo,Nízkoprahové zařízení,"Družstevní 596, 382 32 Velešín",katerina.krivohlavkova@ckrumlov.charita.cz,+420731604505,www.ckrumlov.charita.cz,https://www.ckrumlov.charita.cz,matched
Nízkoprahové zařízení pro děti a mládež Depo,Nízkoprahové zařízení,"Horská 740, Kaplice, 382 41 Kaplice",katerina.krivohlavkova@ckrumlov.charita.cz,+420731604505,http://www.ckrumlov.charita.cz,,matched
"Charitní středisko ""Kometa""",Nízkoprahové zařízení,"Centrum 2296/20, Mizerov, 734 01 Karviná",venka.pokorna@ceskytesin.charita.cz,+420603287666,www.ceskytesin.charita.cz,https://www.ceskytesin.charita.cz,matched
Klub Nezbeda,Nízkoprahové zařízení,"F. Čejky 450, Místek, 738 01 Frýdek-Místek",klubnezbeda@charitafm.cz,+420733433177,www.charitafm.cz,https://www.charitafm.cz,matched
Nízkoprahový klub Coolna,Nízkoprahové zařízení,"Školní 1582, 769 01 Holešov",coolna@holesov.charita.cz,+420735793125,www.holesov.charita.cz,https://www.holesov.charita.cz,matched
Nízkoprahové zařízení pro děti a mládež Fénix,Nízkoprahové zařízení,"Třída Československé armády 211, Hranice I-Město, 753 01 Hranice",martina.olsova@hranice.charita.cz,+420739344078,www.hranice.charita.cz,https://www.hranice.charita.cz,matched
Nízkoprahové zařízení pro děti a mládež - Klub Rep Sun Charita Kralupy nad Vltavou,Nízkoprahové zařízení,"Riegrova 173/4, Kralupy nad Vltavou, 278 01 Kralupy nad Vltavou",nizkoprah@nasefarnost.cz,+420606613018,http://kralupy.charita.cz/,,matched
Zvídálek - středisko pro mimoškolní činnost romských dětí,Nízkoprahové zařízení,"Revoluční 966/56, Pod Bezručovým vrchem, 794 01 Krnov 1)",krnov@caritas.cz,+420606771040,www.krnov.charita.cz,https://www.krnov.charita.cz,matched
Klub Bárka,Nízkoprahové zařízení,"Sv. Čecha 1429/4b, Kyjov, 697 01 Kyjov",barka@kyjov.charita.cz,+420777128849,klubbarka.estranky.cz,,matched
Panna Marie Pomocná s dětmi a mládeží,Nízkoprahové zařízení,"Terezínská 1111, Lovosice, 410 02 Lovosice",charita@charitalovosice.cz,+420777077768,www.charitalovosice.cz,https://www.charitalovosice.cz,matched
Coolna,Nízkoprahové zařízení,"Svatováclavská 1020, Žatec, 438 01 Žatec",charita@charita-most.cz,+420476119999,www.charita-most.cz,https://www.charita-most.cz,matched
Zastávka,Nízkoprahové zařízení,"Osecká 794/1, 419 01 Duchcov",podlogarova@charita-most.cz,+420778545681,www.charita-most.cz,https://www.charita-most.cz,unmatched
Nízkoprahová zařízení pro děti a mládež Zákupák,Nízkoprahové zařízení,"Mimoňská 203, 471 23 Zákupy",charita@charita-most.cz,+420476119999,www.charita-most.cz,https://www.charita-most.cz,matched
Tanvaldská Kotva,Nízkoprahové zařízení,"Hlavní 1309, 468 51 Smržovka",charita@charita-most.cz,+420476119999,charita-most.cz,,matched
Nízkoprahové zařízení pro děti a mládež Drak,Nízkoprahové zařízení,"Náhlov 128, Ralsko, 463 52 Osečná",charita@charita-most.cz,+420476119999,charita-most.cz,,matched
Nízkoprahové zařízení pro děti a mládež Khamoro,Nízkoprahové zařízení,"Jiráskova 5338, Chomutov, 430 03 Chomutov",drapak@charitamost.cz,+420603148127,www.charitamost.cz,https://www.charitamost.cz,unmatched
Nízkoprahové zařízení pro děti a mládež Domino,Nízkoprahové zařízení,"Janovská 122, Janov, 435 42 Litvínov",abartkova@charita-most.cz,+420476119999,www.charita-most.cz,https://www.charita-most.cz,matched
Sovička,Nízkoprahové zařízení,"Petra Jilemnického 2459/5, Most, 434 01 Most",charita@charitamost.cz,+420476119999,http://www.charita-most.cz,,matched
Nízkoprahové zařízení pro děti a mládež Manhattan Odry,Nízkoprahové zařízení,"Nádražní 695/28, 742 35 Odry",monika.bednarkova@odry.charita.cz,+420775886946,http://odry.charita.cz,,matched
Nízkoprahové zařízení pro děti a mládež Etapa,Nízkoprahové zařízení,"1. máje 827/8, Olomouc, 779 00 Olomouc",smp@olomouc.charita.cz,+420731626178,www.olomouc.charita.cz,https://www.olomouc.charita.cz,matched
Charitní středisko Michala Magone - nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Václava Košaře 249/12a, Ostrava-Jih, Dubina, 700 30 Ostrava",cho.magone@charita.cz,+420599527250,www.ostrava.charita.cz,https://www.ostrava.charita.cz,unmatched
Nízkoprahové zařízení pro děti a mládež Spirála,Nízkoprahové zařízení,"nám. Svobody 2, 395 01 Pacov",spirala@pelhrimov.charita.cz,+420731562681,www.pelhrimov.charita.cz,https://www.pelhrimov.charita.cz,unmatched
Nízkoprahové zařízení pro děti a mládež sv. Františka z Assisi,Nízkoprahové zařízení,"Hůrecká cesta 227, Milevsko, 399 01 Milevsko",reditel@pisek.charita.cz,+420382214828,www.pisek.charita.cz,https://www.pisek.charita.cz,matched
Nízkoprahové zařízení pro děti a mládež Jakub klub Přelouč,Nízkoprahové zařízení,"Českobratrská 90, 535 01 Přelouč",charita.prelouc@gmail.com,+420466958107,http://prelouc.charita.cz,,matched
Romské komunitní centrum Lačo jilo - Dobré srdce,Nízkoprahové zařízení,"Kojetínská 1947/36, Přerov I-Město, 750 02 Přerov",rkc@prerov.charita.cz,+420777729525,www.prerov.charita.cz,https://www.prerov.charita.cz,matched
NZDM Bota,Nízkoprahové zařízení,"Jungmannova 670, 413 01 Roudnice nad Labem",nzdmsp@charitaroudnice.cz,+420608477286,http://www.charitaroudnice.cz,,unmatched
Žijeme spolu - nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Sukova 1055/24, Rumburk 1, 408 01 Rumburk",nzdm@charitarumburk.cz,+420412384744,www.charitarumburk.cz,https://www.charitarumburk.cz,matched
Nízkoprahové zařízení pro děti a mládež v Hořovicích,Nízkoprahové zařízení,"Valdecká 408/1, 268 01 Hořovice",nizkoprahhorovice@socialnipece.cz,+420720053420,www.socialnipece.cz,https://www.socialnipece.cz,matched
Bary Ambrela,Nízkoprahové zařízení,"Tyršova 720, 407 77 Šluknov",info@charitasluknov.cz,+420734799081,www.charitasluknov.cz,https://www.charitasluknov.cz,unmatched
Klub Ambrela,Nízkoprahové zařízení,"T. G. Masaryka 611, 407 77 Šluknov",ambrela@charitasluknov.cz,+420733160911,www.charitasluknov.cz,https://www.charitasluknov.cz,unmatched
Nízkoprahové zařízení pro děti a mládež Bongo,Nízkoprahové zařízení,"náměstí Míru 85, Týn nad Vltavou, 375 01 Týn nad Vltavou",info@tyn.charita.cz,+420385731553,www.tyn.charita.cz,https://www.tyn.charita.cz,matched
Nízkoprahové zařízení pro děti a mládež TULiP,Nízkoprahové zařízení,"Nádražní 29, Uherské Hradiště, 686 01 Uherské Hradiště",,+420606672239,http://klubtulip.cz,,unmatched
Nízkoprahové zařízení pro děti a mládež Tykadlo,Nízkoprahové zařízení,"Poláčkova 3236/2, Severní Terasa, 400 11 Ústí nad Labem",tykadlo@charitausti.cz,+420475212314,http://www.charitausti.cz,,unmatched
Klub Lucerna,Nízkoprahové zařízení,"Karla IV. 348/3, Střekov, 400 03 Ústí nad Labem",materna@charitausti.cz,+420475221211,http://www.charitausti.cz,,matched
TRIUMF klub,Nízkoprahové zařízení,"Zemědělská 592, Rožnov pod Radhoštěm, 756 61 Rožnov pod Radhoštěm",jana.tvaruzkova@valmez.charita.cz,+420731560375,www.valmez.charita.cz,https://www.valmez.charita.cz,matched
Zastávka,Nízkoprahové zařízení,"Na Potůčkách 872, Krásno nad Bečvou, 757 01 Valašské Meziříčí",aneta.vicanova@valmez.charita.cz,+420734435314,www.valmez.charita.cz,https://www.valmez.charita.cz,matched
NZDM Zrnko,Nízkoprahové zařízení,"Sychrov 53, Vsetín, 755 01 Vsetín",nzdm@vsetin.charita.cz,+420571429817,http://www.vsetin.caritas.cz,,matched
Komunitní centrum pro děti a mládež Cheiron T - Klub Cheiron,Nízkoprahové zařízení,"Děkanská 302, Tábor, 390 01 Tábor",cheiront@cheiront.cz,+420381257624,http://www.cheiront.cz,,matched
Komunitní centrum dětí a mládeže Kamarád,Nízkoprahové zařízení,"Míru 152, Děčín XXXII-Boletice nad Labem, 407 11 Děčín",miroslav.grajcar@seznam.cz,+420731105424,www.centrumkamarad.eu,https://www.centrumkamarad.eu,unmatched
PRO MLADÉ Brno,Nízkoprahové zařízení,"Vranovská 846/45, Brno-sever, Husovice, 614 00 Brno",katerina.justychova@iqrs.cz,+420731152877,http://www.iqrs.cz,,matched
Nízkoprahový klub Džagoda,Nízkoprahové zařízení,"Vybíralova 969/2, Praha 14-Černý Most, 198 00 Praha",vendula.fendrychova@jahoda.cz,+420774674060,www.jahoda.cz,https://www.jahoda.cz,matched
Nízkoprahové zařízení pro děti a mládež - METRO,Nízkoprahové zařízení,"Boženy Němcové 101/16, Přerov I-Město, 750 02 Přerov",office@kappa-help.cz,+420773821001,http://www.kappa-help.cz,,matched
Nízkoprahové zařízení pro děti a mládež AUTOŠKOLA,Nízkoprahové zařízení,"Hřbitovní 425, Horní Brána, 381 01 Český Krumlov",info@kocero.cz,+420602433628,www.kocero.cz,https://www.kocero.cz,matched
Nízkoprahový klub Pacific,Nízkoprahové zařízení,"Vlčkova 1067/12, Praha 14-Černý Most, 198 00 Praha",motylek@motylek.org,+420775964796,http://www.motylek.org,,matched
Nízkoprahové zařízení pro děti a mládež T-klub,Nízkoprahové zařízení,"Nemocniční 1093/40, Krásná Lípa, 407 46 Krásná Lípa u Rumburka",galbava@komunitnicentrum.com,+420775708087,www.komunitnicentrum.com,https://www.komunitnicentrum.com,matched
Klub Relax,Nízkoprahové zařízení,"Rokycanova 4, Tachov, 347 01 Tachov",klub.relax@kotec.cz,+420734313205,www.kotec.cz,https://www.kotec.cz,matched
Klub Restart a Mobilní klub v autě,Nízkoprahové zařízení,"Nádražní náměstí 299/8, Mariánské Lázně, 353 01 Mariánské Lázně",vs.nzdm.ml@kotec.cz,+420608656561,www.kotec.cz,https://www.kotec.cz,matched
Klub Magnet,Nízkoprahové zařízení,"Mírová 325/4a, Dubí-Pozorka, 417 03 Pozorka",klub@oskvetina.cz,+420721568898,www.oskvetina.cz,https://www.oskvetina.cz,matched
NZDM Klub Zvonice,Nízkoprahové zařízení,"Žižkova 508, 282 01 Český Brod",jana@leccos.cz,+420602402474,http://www.leccos.cz,,matched
NZDM MeziČas Benešov,Nízkoprahové zařízení,"Na Bezděkově 2004, Benešov, 256 01 Benešov u Prahy",nechybova@magdalena-ops.cz,+420739570998,www.magdalena-ops.eu,https://www.magdalena-ops.eu,matched
