Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched,Source,New Contact,New Matched
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Kamarád",Nízkoprahové zařízení,"Francouzská 1181/26, 742 21 Kopřivnice",marcela.stryjova@armadaspasy.cz,+420737215431,http://www.armadaspasy.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
"Armáda spásy, Centrum sociálních služeb Jirkov",Nízkoprahové zařízení,"Školní 1727, Jirkov, 431 11 Jirkov 1",zuzana.horcikova@armadaspasy.cz,+420773770285,http://www.armadaspasy.cz/,,matched,scraped_contacts_email,,
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Havířov",Nízkoprahové zařízení,"Slovenského národního povstání 805/2, Šumbark, 736 01 Havířov 1",marek.blahut@armadaspasy.cz,+420737215417,http://www.armadaspasy.cz/havirov,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
"Armáda spásy, Centrum sociálních služeb Přerov",Nízkoprahové zařízení,"9. května 2481/107, Přerov I-Město, 750 02 Přerov 2",veronika.skoupilova@armadaspasy.cz,+420773770244,http://www.armadaspasy.cz/,,new_contact_both_match_with_email,,"['+420737215416', '+420737215416', '+420773795033', '+420773795033', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz']",new_contact_both_match_with_email
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Krnov",Nízkoprahové zařízení,"Opavská 254/34, Pod Cvilínem, 794 01 Krnov 1",darina.vranova@armadaspasy.cz,+420773770213,http://www.armadaspasy.cz,,new_contact_both_match_with_email,,"['+420737215416', '+420737215416', '+420737215416', '+420773795033', '+420773795033', '+420773795033', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz']",new_contact_both_match_with_email
"Armáda spásy, Centrum sociálních služeb - Klub na Úvalské",Nízkoprahové zařízení,"Úvalská 603/36, Drahovice, 360 01 Karlovy Vary",katerina.copova@armadaspasy.cz,+420737215407,http://www.armadaspasy.cz,,matched,scraped_contacts_telefon,,
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Ostrava - Přívoz",Nízkoprahové zařízení,"Palackého 741/25, Přívoz, 702 00 Ostrava 2",marcela.stryjova@armadaspasy.cz,+420737215431,http://www.armadaspasy.cz,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Jonáš",Nízkoprahové zařízení,"Kubíčkova č.ev. 23, Bystrc, 635 00 Brno 35",nzdmjonas.brno@armadaspasy.cz,+420773770236,http://www.armadaspasy.cz,,new_contact_both_match_with_email,,"['+420737215416', '+420737215416', '+420737215416', '+420773795033', '+420773795033', '+420773795033', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz']",new_contact_both_match_with_email
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Lavina",Nízkoprahové zařízení,"Staňkova 354/6, Brno-Královo Pole, Ponava, 602 00 Brno 2",kcstankova.brno@armadaspasy.cz,+420773770232,http://www.armadaspasy.cz,,new_contact_both_match_with_email,,"['+420737215416', '+420737215416', '+420737215416', '+420773795033', '+420773795033', '+420773795033', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz']",new_contact_both_match_with_email
"Armáda spásy, Centrum sociálních služeb Staňkova, Nízkoprahové centrum pro děti a mládež Dživipen",Nízkoprahové zařízení,"Körnerova 221/1, Brno-střed, Zábrdovice, 602 00 Brno 2",kckornerova.brno@armadaspasy.cz,+420773770239,http://www.armadaspasy.cz,,new_contact_both_match_with_email,,"['+420737215416', '+420737215416', '+420737215416', '+420773795033', '+420773795033', '+420773795033', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz', 'petra.drvotova@armadaspasy.cz', 'ivana.kudelova@armadaspasy.cz', 'ivan.borek@armadaspasy.cz', 'zuzana.horcikova@armadaspasy.cz', 'jitka.klanova@armadaspasy.cz', 'premek.kopecek@armadaspasy.cz', 'olga.zdenkova@armadaspasy.cz', 'gerhard.karhan@armadaspasy.cz', 'tomas.surovka@armadaspasy.cz', 'jana.plackova@armadaspasy.cz', 'sarka.bauerova@armadaspasy.cz', 'marcela.stryjova@armadaspasy.cz', 'jan.desensky@armadaspasy.cz', 'jakub.kowa.cz', 'ordinace.ostrava@armadaspasy.cz', 'albin.vagai@armadaspasy.cz', 'ales.malach@armadaspasy.cz', 'marek.blahut@armadaspasy.cz', 'igor.mamojka@armadaspasy.cz', 'jana.coufalova@armadaspasy.cz', 'tomas.hruska@armadaspasy.cz', 'petra.morcinkova@armadaspasy.cz', 'david.jersak@armadaspasy.cz', 'alena.krejci@armadaspasy.cz', 'obchod.chodov@armadaspasy.cz', 'martin.rousal@armadaspasy.cz', 'pavel.sima@armadaspasy.cz', 'ustredi@armadaspasy.cz', 'jiri.ivanov@armadaspasy.cz', 'daniel.bisko@armadaspasy.cz', 'petr.kovacik@armadaspasy.cz']",new_contact_both_match_with_email
"Art Movement, z.s. - Tusarka 26",Nízkoprahové zařízení,"Tusarova 1521/26, Praha 7-Holešovice, 170 00 Praha 7",katerina.riley@artmovement.cz,+420606634688,www.artmovement.cz,https://www.artmovement.cz,matched,scraped_contacts_email,,
Nízkoprahový klub Díra,Nízkoprahové zařízení,"Felberova 669/2, Lány, 568 02 Svitavy 2",lenka@osbonanza.cz,+420608218847,www.osbonanza.cz,https://www.osbonanza.cz,matched,scraped_contacts_telefon,,
Prevence s Bonanzou,Nízkoprahové zařízení,"Vendolí 18, 569 14 Vendolí",lenka@osbonanza.cz,+420608218847,www.osbonanza.cz,https://www.osbonanza.cz,matched,scraped_contacts_telefon,,
NZDM Klub Bunkr,Nízkoprahové zařízení,"Tyršova 118/8, Nový Jičín, 741 01 Nový Jičín 1",nzdm.novyjicin@bunkr.cz,+420734178556,www.bunkr.cz,https://www.bunkr.cz,matched,scraped_contacts_telefon,,
NZDM Klub Bunkr,Nízkoprahové zařízení,"Ad. Mickiewicze 67, Nový Bohumín, 735 81 Bohumín 1",nzdm.bohumin@bunkr.cz,+420734321931,www.bunkr.cz,https://www.bunkr.cz,matched,scraped_contacts_telefon,,
NZDM Klub Bunkr,Nízkoprahové zařízení,"Jablunkovská 705, Staré Město, 739 61 Třinec 1",nzdm.trinec@bunkr.cz,+420731444371,www.bunkr.cz,https://www.bunkr.cz,matched,scraped_contacts_telefon,,
Nízkoprahové zařízení pro děti a mládež Radvanice,Nízkoprahové zařízení,"Ráčkova 664/20, Radvanice, 716 00 Ostrava 16",centrom@centrom.cz,+420774713002,www.centrom.cz,https://www.centrom.cz,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Nízkoprahové zařízení pro děti a mládež Vítkovice,Nízkoprahové zařízení,"Sirotčí 692/45, Vítkovice, 703 00 Ostrava 3",centrom@centrom.cz,+420774713002,www.centrom.cz,https://www.centrom.cz,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Nízkoprahový klub pro děti a mládež Bouda,Nízkoprahové zařízení,"T. G. Masaryka 114, Latrán, 381 01 Český Krumlov 1",bouda@cpdm.cz,+420734443923,http://www.cpdm.cz,,matched,scraped_contacts_telefon,,
Klub 17,Nízkoprahové zařízení,"Socháňova 1221/25, Praha 17-Řepy, 163 00 Praha",cszs@iol.cz,+420235314141,http://www.cszs.cz/,,unmatched,,,
Harmonia - kulturní a vzdělávací centrum,Nízkoprahové zařízení,"Krátká 422, 252 07 Štěchovice",sigmundova@css-hvozdy.cz,+420733196118,www.css-hvozdy.cz,https://www.css-hvozdy.cz,matched,scraped_contacts_telefon,,
Klub Cesta,Nízkoprahové zařízení,"Na Obci 2049/9, Říčany, 251 01 Říčany u Prahy",klubcesta@cestaintegrace.cz,+420774780541,www.cestaintegrace.cz,https://www.cestaintegrace.cz,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Centrum,Nízkoprahové zařízení,"Bezručova 219/11, Děčín IV-Podmokly, 405 02 Děčín",os.cinka@seznam.cz,+420412517924,www.cinka-decin.cz,https://www.cinka-decin.cz,unmatched,,,
