Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched,Source
Doležalová Lucie Mgr.,Psychoterapeuti,"Klánova 62, Praha 4, 14700",l.d@seznam.cz,+420241442793,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/18-dolezalova-lucie-mgr,,unmatched,
Gjuričová Šárka PhDr.,Psychoterapeuti,"V Úvalu 84, Praha 5, 150 00",sarka.gjuricova@fnmotol.cz,+420224433478,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/24-gjuricova-sarka-phdr,,unmatched,
Hájková Helena MUDr.,Psychoterapeuti,"Mrkosova 35, Brno, 600 00",amit.rt@tiscali.cz,nan,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/70-hajkova-helena-mudr,,unmatched,
Hodková Pavla Mgr.,Psychoterapeuti,"V Úvalu 84, Praha 5, 150 06",pavla.hodkova@seznam.cz,+420721100359,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/26-hodkova-pavla-mgr,,unmatched,
Holubová Dana MUDr.,Psychoterapeuti,"Na Vlčovce 2573, Praha 6, 160 00",kuldik@post.cz,+420731655384,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/28-holubova-dana-mudr,,unmatched,
"Hrdličková Barbora, Mgr.",Psychoterapeuti,"Dolákova 24, 181 00 Praha 8",hrdlickova@fokus-praha.cz,nan,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/111-hrdlickova-barbora-mgr,,unmatched,
Hronová Romana MUDr.,Psychoterapeuti,"Břehová 3, Praha 1, 11000",hronova.romana@seznam.cz,+420605280343,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/29-hronova-romana-mudr,,unmatched,
Hudlička Petr Mgr.,Psychoterapeuti,"Meziškolská 2, Praha 6, 16000",hudlicka@fokus-praha.cz,nan,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/30-hudlicka-petr-mgr,,unmatched,
Hurdálek Ivo Mgr.,Psychoterapeuti,"Halasovo náměstí 597/1, 638 00 Brno",,+420530334600,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/71-hurdalek-ivo-mgr,,unmatched,
Gregor Dušan Mgr.,Psychoterapeuti,"Oldřichova 97/51, 128 00 Praha 2 - Nusle",psycholog.gregor@gmail.com,+420777339980,http://www.psycholog-praha.pro/,,unmatched,
Psychologická ambulance Domažlice s.r.o.,Psychologická ambulance,"Paroubkova 228, Domažlice 344 01, Plzeňský kraj",vtylova@gmail.com,+420774224961,https://psycholog-domazlice.cz/,,unmatched,
Cibulková Lenka Mgr.,Psychoterapeuti,"Patočkova 3/712, Praha 6, 16900",cibulkova@psychosomatika.cz,nan,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/17-cibulkova-lenka-mgr,,unmatched,
"PhDr. Terézia Nováková, psychologická ordinace s.r.o.",Psychologická ambulance,"Tyršova 260, Klatovy IV 339 01, Plzeňský kraj",,+420376322688,https://www.firmy.cz/detail/13179143-phdr-terezia-novakova-psychologicka-ordinace-s-r-o-klatovy-iv.html,,unmatched,
VIDA o.s.,Organizace uživatelů péče,"V Horkách 12, 140 00 Praha 4 – Nusle",vida@vidacentrum.cz,nan,http://www.vidacentrum.cz/,,unmatched,
"Fokus Liberec, o. s., Myklub Liberec, Klub duševního zdraví Česká Lípa",Organizace uživatelů péče,"Nezvalova 662, 460 15 Liberec 15",fokus-rehabilitace@volny.cz,nan,http://www.fokuslbc.eu/,,unmatched,
"Česká společnost pro duševní zdraví, pobočka Mladá Boleslav, o. s.",Organizace uživatelů péče,"Nový park 1262, 293 01 Mladá Boleslav",ceska.spolecnost@telecom.cz,nan,http://www.fokus-mb.cz/klubko,,unmatched,
"Česká společnost pro duševní zdraví, pobočka Ostrava, Klub Mlýnek",Organizace uživatelů péče,"Nádražní 365/196, 702 00 Ostrava",klubmlynek@seznam.cz,+420596115427,http://www.csdzo.unas.cz/,,unmatched,
Občanské sdružení Krystal,Organizace uživatelů péče,"Centrum denních aktivit a služeb, Houškova 596/11, Plzeň, 326 00",krystalplzen@email.cz,+420737551341,http://www.kdochce.estranky.cz/,,unmatched,
"Fokus Praha, Svépomocný klub MOSTY",Organizace uživatelů péče,"Dolákova 24, Praha 8",mosty@fokus-praha.cz,nan,http://fokus-praha.cz/,,unmatched,
Klub Želva – Šternberk,Organizace uživatelů péče,"Opavská 13, 785 01 Šternberk",knopfova.charita@rps.cz,nan,http://www.sternberk.caritas.cz/,,unmatched,
"Soňa černá, DiS. - TERAPIE PLZEň",Psychoterapeutická ambulance,"Partyzánská 698, Plzeň 4 - Lobzy 312 00, Plzeňský kraj",sona@terapiejakocesta.cz,+420777570658,https://www.terapiejakocesta.cz/,,unmatched,
ŠELA o. s.,Skupiny pro příbuzné,"Ovčáry čp. 55, 280 02 Kolín",sela@quick.cz,nan,http://sela.webnode.cz/,,unmatched,
SDRUŽENÍ SYMPATHEA,Skupiny pro příbuzné,"Švábky 8, 180 00 Praha 8",sympathea@sympathea.cz,nan,http://www.sympathea.cz/,,unmatched,
Bartůšková Ludmila MUDr. Mgr.Mgr.,Psychoterapeuti,"Klánova 300/62, Praha 4 - Hodkovičky, 140 00",ludmila.bartuskova@ondrejov.cz,+420221633631,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/14-bartuskova-ludmila-mudr-mgr-mgr,,unmatched,
Bukovjan Miroslav MUDr.,Psychoterapeuti,"8. pěšího pluku 85, Frýdek-Místek, 738 01",miroslav.bukovjan@seznam.cz,+420558900228,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/94-bukovjan-miroslav-mudr,,unmatched,
Buriánek Václav PhDr.,Psychoterapeuti,"Břehová 3, Praha 1, 110 00",v.burianek@centrum.cz,nan,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/16-burianek-vaclav-phdr,,unmatched,
"Čepická Blanka PhDr., Ph.D.",Psychoterapeuti,"Michnova 4, 149 00 Praha 4",blanka.cepicka@sena-praha.cz,+420271733456,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/10-cepicka-blanka-phdr,,unmatched,
Čermáková Halina MUDr.,Psychoterapeuti,"Höblerova 810, Velké Přílepy, Praha-západ, 252 64",halina.cermakova@centrum.cz,+420606364369,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/11-cermakova-halina-mudr,,unmatched,
Černý Kamil MUDr.,Psychoterapeuti,"Mezibranská 1668/5, Praha 1, 110 00",cerny.kam@seznam.cz,+420271914686,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/12-cerny-kamil-mudr,,unmatched,
"Černý Martin MUDr., Ph.D.",Psychoterapeuti,"Haštalská 760/27, 110 00 Praha 1",info@mudrcerny.cz,+420774918150,http://www.mudrcerny.cz/,,unmatched,
Jandourková Danuše Mgr.,Psychoterapeuti,"Na Vyhlídce 582, Dobřichovice, 252 29",danuse.jandourkova@ckp-dobrichovice.cz,nan,http://www.ckp-dobrichovice.cz,,unmatched,
"Pedagogicko-psychologická poradna, Ostrava - Zábřeh, příspěvková organizace",Pedagogicko-psychologické poradny,"Kpt. Vajdy 2656/1a, Zábřeh, 700 30 Ostrava",osta-zabreh@ppp-ostrava.cz,nan,http://www.ppp-ostrava.cz/,,unmatched,
"Janečková Barbora, PhDr., Ph.D.",Psychoterapeuti,"Na Míčánce 1532/32, 160 00 Praha 6",janeckova.barbora@gmail.com,+420777206525,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/110-janeckova-barbora-phdr-ph-d,,unmatched,
Junek Petr PhDr.,Psychoterapeuti,"Břehová 3, Praha 1, 11000",junek@psychoanalyza.cz,nan,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/32-junek-petr-phdr,,unmatched,
Oral Ivo PhDr.,Psychoterapeuti,"Sokolská třída 2587/81, Ostrava, 702 00",ivo.oral@hpo.agel.cz,+420775718004,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/98-oral-ivo-phdr,,unmatched,
Panovský Evžen PhDr. Mgr.,Psychoterapeuti,"Na Okrouhlíku 899, Pardubice, 53003",panovsky@psychologove.cz,nan,http://www.psychologove.cz/,,unmatched,
Paucová Zuzana Mgr.,Psychoterapeuti,"ZŠ Brdličkova 1878, Praha 5, 15500",z.paucova@volny.cz,+420603898800,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/50-paucova-zuzana-mgr,,unmatched,
Pávková Eva PhDr.,Psychoterapeuti,"Vídeňská 1958/9, Praha 4-Krč, 14021",evpv@medicon.cz,+420236055308,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/51-pavkova-eva-phdr,,unmatched,
Pavlová Helena MUDr.,Psychoterapeuti,"Velké náměstí 164, Hradec Králové, 500 03",hpavlova@volny.cz,+420495512921,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/3-pavlova-helena-mudr,,unmatched,
Pečená Marie PhDr.,Psychoterapeuti,"Tererova 1355, Praha 4 Opatov, 140 00",pecena.m@quick.cz,+420608525935,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/52-pecena-marie-phdr,,unmatched,
Pinďáková Zuzana MUDr.,Psychoterapeuti,"Hekrova 805, Praha 4, 14000",zuzanapindakova@seznam.cz,+420604106131,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/53-pindakova-zuzana-mudr,,unmatched,
Nováková Daniela PhDr.,Psychoterapeuti,"Boloňská 312, Praha 10, 10900",dana.novakova@volny.cz,nan,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/49-novakova-daniela-phdr,,unmatched,
Píšová Petra PhDr.,Psychoterapeuti,"Studentská 4, Žďár nad Sázavou, 59101",pisova@poliklinikazr.cz,+420566690217,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/65-pisova-petra-phdr,,unmatched,
Růžičková Ivana MUDr.,Psychoterapeuti,"Opatovická 13, Praha 1, 11000",ruzickova.ivana@post.cz,+420224934287,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/56-ruzickova-ivana-mudr,,unmatched,
Šímová Marie PhDr.,Psychoterapeuti,"Seydlerova 2451, Praha 13 Nové Butovice, 15800",simovama@seznam.cz,+420608538873,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/44-simova-marie-phdr,,unmatched,
Skřivánek Miloslav MUDr.,Psychoterapeuti,"Revoluční 1128, Jičín, 50643",sexuolog@volny.cz,+420606540537,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/4-skrivanek-miloslav-mudr,,unmatched,
Sojka Vlastimil PhDr.,Psychoterapeuti,"Dobrovského 2915, Havlíčkův Brod, 580 01",sojka@hbnet.cz,nan,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/67-sojka-vlastimil-phdr,,unmatched,
Soukupová Tereza PhDr.,Psychoterapeuti,"Ústavní 91, Praha 8, 18102",terezasoukupova@yahoo.com,nan,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/57-soukupova-tereza-phdr,,unmatched,
Šťastná Vilma MUDr.,Psychoterapeuti,"U Malvazinky, Praha 5, 150 00",stastna.vilma@seznam.cz,+420606901754,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/45-stastna-vilma-mudr,,unmatched,
Stránská Lenka Mgr.,Psychoterapeuti,"Rooseveltova 474, 544 01 Dvůr Králové nad Labem",klinicka.psychologiedk@seznam.cz,+420739059690,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/115-stranska-lenka-mgr,,unmatched,
Pöslová Blanka PhDr.,Psychoterapeuti,"Na Okrouhlíku 899, Pardubice,",poslova@psychologove.cz,+420466611601,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/85-p-slova-blanka-phdr,,unmatched,
Němcová Naděžda PhDr.,Psychoterapeuti,"Myslbekova 4, Karlovy Vary, 36001",nemcova.n@seznam.cz,+420353236329,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/92-nemcova-nadezda-phdr,,unmatched,
"Mandincová Petra Mgr., Ph.D.",Psychoterapeuti,"Pančava 360, Zlín - Příluky, 760 01",psychologzlin@gmail.com,+420575570445,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/89-mandincova-petra-mgr-ph-d,,unmatched,
Mačasová Helena PhDr.,Psychoterapeuti,"Peckova 15, 186 00 Praha 8",helena.macasova@seznam.cz,+420261105410,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/46-macasova-helena-phdr,,unmatched,
"Kalina Kamil doc. MUDr. PhDr., CSc.",Psychoterapeuti,"Žitná 51, 110 00 Praha 1",kalina@adiktologie.cz,+420731249809,http://www.adiktologie.cz/,,unmatched,
Knop Jan Mgr.,Psychoterapeuti,"Jáchymovská 385, Liberec, 460 10",knop@sktlib.cz,+420485151398,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/82-knop-jan-mgr,,unmatched,
Koblic Karel PhDr.,Psychoterapeuti,"Břehová 3, Praha 1, 110 00",k.koblic@seznam.cz,+420222324027,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/33-koblic-karel-phdr,,unmatched,
Koblicová Alena PhDr.,Psychoterapeuti,"Bechyňova 3, Praha, 160 00",a.koblicova@volny.cz,+420234606179,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/34-koblicova-alena-phdr,,unmatched,
"Kocourek Jiří doc.PhDr., PhD",Psychoterapeuti,"Vítězné nám. 10, Praha 6, 106 00",kocourek.jiri@upcmail.cz,+420603438544,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/35-kocourek-jiri-doc-phdr-phd,,unmatched,
"Koláčková Barbara, PhDr. Mgr.",Psychoterapeuti,"Jánská 9, Kroměříž",psychologicke.km@centrum.cz,nan,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/113-kolackova-barbara-phdr-mgr,,unmatched,
Kolářová Zdeňka Mgr.,Psychoterapeuti,"Thámova 181/20, Praha 8, 180 00",kolarova.zd@seznam.cz,+420731538442,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/36-kolarova-zdenka-mgr,,unmatched,
Konečný Martin MUDr.,Psychoterapeuti,"Pod Kaštany 183/3, Praha 6",markon64@email.cz,+420737444577,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/91-konecny-martin-mudr,,unmatched,
Konopásek Petr Mgr.,Psychoterapeuti,"Seydlerova 2451/8, Praha 5, 150 00",petr.konopasek@gmail.com,+420777203759,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/37-konopasek-petr-mgr,,unmatched,
Kosová Martina PhDr.,Psychoterapeuti,"Černopolní 9, Brno, 625 00",kosova@post.cz,+420532234576,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/74-kosova-martina-phdr,,unmatched,
Kozlová Ivana MUDr.,Psychoterapeuti,"Lipí 2556/3, 193 00 Praha - Horní Počernice",iva.ondrackova@email.cz,+420733312172,http://www.lecbaduse.cz/,,unmatched,
Krausová Dana PhDr.,Psychoterapeuti,"Seydlerova 2451, Praha 5, 15800",krausova@slea.cz,+420606880273,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/38-krausova-dana-phdr,,unmatched,
MUDr. Smolová Irena,Psychiatrická ambulance,"Purkyňova 1024, Plzeň 3 - Jižní předměstí 301 00, Plzeňský kraj",,+420377321947,https://www.znamylekar.cz/irena-smolova/psychiatr/plzen,,unmatched,
Kulka Jiří Doc. PhDr. Mgr. et Mgr. CSc.,Psychoterapeuti,"Lidická 23b, 602 00 Brno",kulka@arcana.cz,+420604207640,http://www.arcana.cz/,,unmatched,
Kuželková Helena MUDr.,Psychoterapeuti,"Na Mlejnku 26/992, Praha 4, 14700",info@kuzelkova.cz,+420244466483,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/40-kuzelkova-helena-mudr,,unmatched,
Lacinová Olga Mgr.,Psychoterapeuti,"E. Beneše 339, Říčany, 25101",olgal@tiscali.cz,+420323601764,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/87-lacinova-olga-mgr,,unmatched,
Lorenc Jan MUDr.,Psychoterapeuti,"Na Vlčkovce 2573, Praha 6, 160 00",lorenc@dpc.cz,+420777808424,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/41-lorenc-jan-mudr,,unmatched,
MUDr. Lenka Puflerová,Psychiatrická ambulance,"Slovanská 244/27, Plzeň 2-Slovany-Východní Předměstí 326 00, Plzeňský kraj",puflerova@centrum.cz,+420725902902,https://www.firmy.cz/detail/12829455-mudr-lenka-puflerova-psychiatrie-plzen-vychodni-predmesti.html,,unmatched,
Strnadlová Helena PhDr.,Psychoterapeuti,"J. Masaryka 48, Praha 2, 12000",strnadlovahelena@seznam.cz,nan,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/58-strnadlova-helena-phdr,,unmatched,
"Pedagogicko-psychologická poradna a Speciálně pedagogické centrum Olomouckého kraje, Olomouc, U Sportovní haly 1a",Pedagogicko-psychologické poradny,"U sportovní haly 544/1a, Lazce, 779 00 Olomouc",ppp@ppp-olomouc.cz,nan,http://ppp-olomouc.cz/,,unmatched,
Kontaktní centrum Anabell BRNO,Odborné sociální poradenství,"Masarykova 506/37, Brno-město (část) 602 00, Jihomoravský kraj",recepce.brno@anabell.cz,nan,http://www.anabell.cz,,unmatched,
Poradna Sv. Rity - odborné sociální poradenství,Odborné sociální poradenství,"Nový Hrozenkov 504, Nový Hrozenkov 756 04, Zlínský kraj",poradna@nhrozenkov.charita.cz,nan,https://www.nhrozenkov.charita.cz/kontakty/?s=poradna-sv-rity,,unmatched,
Občanská poradna Uherské Hradiště,Odborné sociální poradenství,"Růžová 1238, Uherské Hradiště (část) 686 01, Zlínský kraj",obcanska.poradna@uhradiste.charita.cz,+420606453502,https://www.uhradiste.charita.cz/nase-sluzby/obcanska-poradna-uherske-hradiste/,,unmatched,
Odborné sociální poradenství Uherský Brod,Odborné sociální poradenství,"Přemysla Otakara II. 2476, Uherský Brod (část) 688 01, Zlínský kraj",lenka.koncitikova@uhbrod.charita.cz,+420735713786,https://www.uhbrod.charita.cz/socialni-sluzby/odborne-socialni-poradenstvi/,,unmatched,
Občanská poradna Charity Zlín,Odborné sociální poradenství,"Zálešná I 4057, Zlín (část) 760 01, Zlínský kraj",poradna@zlin.charita.cz,nan,https://www.zlin.charita.cz/adresar/?s=odborne-socialni-a-dluhove-poradenstvi#directory-detail,,unmatched,
Občanská poradna Havlíčkův Brod,Odborné sociální poradenství,"B. Němcové 188, Havlíčkův Brod 580 01, Kraj Vysočina",poradna@charitahb.cz,nan,https://hb.charita.cz/jak-pomahame/obcanska-poradna-havlickuv-brod/,,unmatched,
Bezplatná poradna mezi paragrafy (český Krumlov),Odborné sociální poradenství,"5. května 251, český Krumlov 381 01, Jihočeský kraj",pravni.poradenstvi@krumlov.cz,+420774110124,http://poradna.krumlov.cz/w/-310/,,unmatched,
Poradna sv. Alexandra,Odborné sociální poradenství,"Františka Formana 251/13, Ostrava-Dubina 700 30, Moravskoslezský kraj",poradna@alexandr.charita.cz,+420731625840,https://charita-sv-alexandra.cz/socialni-sluzby-a-aktivita/poradna-sv-alexandra/,,unmatched,
Global Partner,Odborné sociální poradenství,"tř. Václava Klementa 209/11, Mladá Boleslav I 293 01, Středočeský kraj",info@gp.cz,+420603546028,https://www.gp.cz/,,unmatched,
"Centrum pro integraci osob se zdravotním postižením Královéhradeckého kraje, o. p. s.",Odborné sociální poradenství,"Vrchlického 823, Valdické Předměstí 506 01, Královéhradecký kraj",jicin.cz,+420493532182,http://www.czphk.cz,,unmatched,
Centrum komplexní péče ve Zlínském kraji Kroměříž,Odborné sociální poradenství,"Velehradská 625/4, Kroměříž 767 01, Zlínský kraj",gambling.zk@podaneruce.cz,+420777293960,https://podaneruce.cz/,,unmatched,
Centrum komplexní péče ve Zlínském kraji Uherské hradiště,Odborné sociální poradenství,"Protzkarova 51, Uherské Hradiště (část) 686 01, Zlínský kraj",gambling.zk@podaneruce.cz,+420777293960,https://podaneruce.cz/,,unmatched,
Centrum komplexní péče ve Zlínském kraji Zlín,Odborné sociální poradenství,"třída Tomáše Bati 202, Zlín (část) 763 02, Zlínský kraj",gambling.zk@podaneruce.cz,+420777293960,https://podaneruce.cz/,,unmatched,
"Logos - poradna pro děti, dospívající a jejich rodiče",Odborné sociální poradenství,"Pod Stráněmi 2505, Zlín (část) 760 01, Zlínský kraj",eliasova@unko.cz,nan,https://www.unko.cz/,,unmatched,
"Poradna Bílého kruhu bezpečí, z.s., Plzeň",Odborné sociální poradenství,"Jungmannova 153/1, Plzeň 3 - Jižní předměstí 301 00, Plzeňský kraj",bkb.plzen@bkb.cz,nan,https://www.bkb.cz/,,unmatched,
"Rodinná poradna pro manželství, partnerské a mezilidské vztahy Tachov",Odborné sociální poradenství,"Panenská 2068, Tachov 347 01, Plzeňský kraj",rod.poradna@csstachov.cz,nan,https://www.csstachov.cz/rodinna-poradna/o-poradne,,unmatched,
"člověk v tísni, o.p.s.",Odborné sociální poradenství,"Mikulášské náměstí 552/17, Plzeň 2-Slovany-Východní Předměstí 326 00, Plzeňský kraj",jakub.palecek@clovekvtisni.cz,nan,https://www.clovekvtisni.cz/co-delame/socialni-prace-v-cr/plzensky-kraj,,unmatched,
Poradna Rožnov,Odborné sociální poradenství,"Zemědělská 500, Rožnov pod Radhoštěm (část) 756 61, Zlínský kraj",roznov@poradnaprozeny.eu,+420604601714,https://www.poradnaprozeny.eu/,,unmatched,
Občanská poradna Humpolec,Odborné sociální poradenství,"Pobočka Máchova 1607, Humpolec 396 01, Kraj Vysočina",poradna@charitahb.cz,+420731604742,https://hb.charita.cz/jak-pomahame/obcanska-poradna-havlickuv-brod/,,unmatched,
Občanská poradna Světlá nad Sázavou,Odborné sociální poradenství,"Sázavská 597, Světlá nad Sázavou 582 91, Kraj Vysočina",poradna@charitahb.cz,+420731604742,https://hb.charita.cz/jak-pomahame/obcanska-poradna-havlickuv-brod/,,unmatched,
Poradna pro rodinu,Odborné sociální poradenství,"Svárov 323, Vsetín 755 01, Zlínský kraj",sarka.vaculikova@azylovydum.cz,+420739633350,https://www.azylovydum.cz/hledam-pomoc/poradna-pro-rodinu/,,unmatched,
Poradna Eva – Odborné sociální poradenství,Odborné sociální poradenství,"Žižkova tř. 309/12, české Budějovice 370 01, Jihočeský kraj",eva@dchcb.charita.cz,nan,https://cbudejovice.charita.cz/sluzba/32/,,unmatched,
Bezplatná poradna mezi paragrafy (Kaplice),Odborné sociální poradenství,"Náměstí 70, Kaplice 382 41, Jihočeský kraj",pravni.poradenstvi@krumlov.cz,+420774110124,http://poradna.krumlov.cz/w/pobocky-ckrumlov-kaplice-vetrni-215/,,unmatched,
Bezplatná poradna mezi paragrafy (Trhové Sviny),Odborné sociální poradenství,"Žižkovo náměstí 40, Trhové Sviny 374 01, Jihočeský kraj",pravni.poradenstvi@krumlov.cz,+420774110124,http://poradna.krumlov.cz/w/pobocky-tsviny-nhrady-218/,,unmatched,
Bezplatná poradna mezi paragrafy (Nové Hrady),Odborné sociální poradenství,"Nové Hrady 244, Nové Hrady (část) 373 33, Jihočeský kraj",pravni.poradenstvi@krumlov.cz,+420774110124,http://poradna.krumlov.cz/w/pobocky-tsviny-nhrady-218/,,unmatched,
Bezplatná poradna mezi paragrafy (Větřní),Odborné sociální poradenství,"Šumavská 1, Větřní 382 11, Jihočeský kraj",pravni.poradenstvi@krumlov.cz,+420774110124,http://poradna.krumlov.cz/w/pobocky-ckrumlov-kaplice-vetrni-215/,,unmatched,
Poradna pro lidi v nouzi,Odborné sociální poradenství,"Archiváře Teplého 1306, Jindřichův Hradec I 377 01, Jihočeský kraj",poradna@jhradec.charita.cz,nan,https://jindrichuvhradec.charita.cz/sluzba/852/,,unmatched,
"Manželská a rodinná poradna PorCeTa, o.p.s.",Odborné sociální poradenství,"Smetanova 1284/32, Tábor (část) 390 02, Jihočeský kraj",horecka@porceta.cz,+420777882002,http://www.porceta.cz,,unmatched,
Poradna pro rodinu,Odborné sociální poradenství,"Dukelská 436/15, Jeseník 790 01, Olomoucký kraj",ppr.jesenik@ssp-ol.cz,+420584414035,https://www.ssp-ol.cz/poradny-pro-rodinu/rozcestnik,,unmatched,
Poradna pro rodinu,Odborné sociální poradenství,"Palackého 2, Šumperk 787 01, Olomoucký kraj",ppr.sumperk@ssp-ol.cz,+420583213141,https://www.ssp-ol.cz/poradny-pro-rodinu/rozcestnik,,unmatched,
Občanská poradna Tábor,Odborné sociální poradenství,"Purkyňova 1085/2, Tábor (část) 390 02, Jihočeský kraj",obcanskaporadna@tabor.charita.cz,+420732485038,https://tabor.charita.cz/sluzba/1102/,,unmatched,
Poradna pro rodinu,Odborné sociální poradenství,"Bezručovo nám. 9, Prostějov (část) 796 01, Olomoucký kraj",ppr.prostejov@ssp-ol.cz,+420582345013,https://www.ssp-ol.cz/poradny-pro-rodinu/rozcestnik,,unmatched,
Poradna pro rodinu,Odborné sociální poradenství,"Velká Dlážka 44, Přerov I-Město 750 02, Olomoucký kraj",ppr.prerov@ssp-ol.cz,+420581202980,https://www.ssp-ol.cz/poradny-pro-rodinu/rozcestnik,,unmatched,
Oblastní poradna Písek,Odborné sociální poradenství,"Bakaláře 43/6, Písek 397 01, Jihočeský kraj",ochpisek@seznam.cz,+420382214828,https://pisek.charita.cz/jak-pomahame/oblastni-poradna-pisek/,,unmatched,
Manželská a rodinná poradna,Odborné sociální poradenství,"Procházkova 818, Trutnov 541 01, Královéhradecký kraj",poradna@riaps.cz,nan,http://www.riaps.cz/poradna/,,unmatched,
Sociální poradna Kroměříž,Odborné sociální poradenství,"Ztracená 63, Kroměříž 767 01, Zlínský kraj",socialni.poradna@kromeriz.charita.cz,nan,https://www.kromeriz.charita.cz/sluzby/socialni-poradna/,,unmatched,
Kontaktní a poradenské centrum Plus,Odborné sociální poradenství,"Ztracená 63/1, Kroměříž 767 01, Zlínský kraj",sylvie.osickova@kromeriz.charita.cz,+420573336569,https://www.kromeriz.charita.cz/sluzba/108/,,unmatched,
Dluhové poradenství Samaritán Otrokovice,Odborné sociální poradenství,"Moravní 936, Otrokovice (část) 765 02, Zlínský kraj",samaritan@otrokovice.charita.cz,nan,https://www.otrokovice.charita.cz/sluzba/114/,,unmatched,
Terén pro ohrožené osoby,Odborné sociální poradenství,"Resslova 332/12, Plzeň 3-Jižní Předměstí (část) 301 00, Plzeňský kraj",teren@diakoniezapad.cz,+420731125836,https://www.diakoniezapad.cz/sluzby-diakonie-zapad/pro-lidi-v-nouzi/teren-pro-ohrozene-osoby/,,unmatched,
Křesťanská pedagogicko-psychologická poradna Brno,Pedagogicko-psychologické poradny,"Veveří 462/15, Veveří, 602 00 Brno",poradna@kpppb.cz,+420739450034,http://www.kpppb.cz/index.php?page=o-nas,,unmatched,
Poradna pro občany v nesnázích Rokycany,Odborné sociální poradenství,"Svazu bojovníků za svobodu 68, Rokycany 337 01, Plzeňský kraj",poradna@diakoniezapad.cz,+420775720493,https://www.diakoniezapad.cz/sluzby-diakonie-zapad/pro-lidi-v-nouzi/poradna-pro-obcany-v-nesnazich/,,unmatched,
Poradna pro občany v nesnázích Plzeň,Odborné sociální poradenství,"Resslova 332/12, Plzeň 3-Jižní Předměstí (část) 301 00, Plzeňský kraj",poradna@diakoniezapad.cz,+420775720493,https://www.diakoniezapad.cz/sluzby-diakonie-zapad/pro-lidi-v-nouzi/poradna-pro-obcany-v-nesnazich/,,unmatched,
"OPEN GATE - gymnázium a základní škola, s.r.o.",Pedagogicko-psychologické poradny,"Na Návsi 5, 251 01 Babice",adamova@opengate.cz,+420724371061,https://www.opengate.cz/,,unmatched,
Odborné sociální poradenství - Centrum služeb Slunce všem,Odborné sociální poradenství,"Pražská 910, Unhoš (část) 273 51, Středočeský kraj",centrum@slunce.info,+420771126585,http://www.slunce.info,,unmatched,
