Name;API Name;Phone;Phone Match;API Phone;Address;API Address;Email;Web;API Web;API Opening Hours
Sovička;Kindergarten Sovička - Vrakuňa;476 119 999;NEPRAVDA;0948 374 372;Petra Jilemnického 2459/5, Most, 434 01 Most;Malodunajská 8644/41, 821 07 Bratislava, Slovakia;charita@charitamost.cz;http://www.charita-most.cz;http://www.skolkasovicka.sk/;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1730'}, 'open': {'day': 5, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Nízkoprahové zařízení pro děti a mládež Manhattan Odry;Charita Odry;775 886 946;NEPRAVDA;604 645 350;Nádražní 695/28, 742 35 Odry;Hranická 162, 742 35 Odry, Czechia;monika.bednarkova@odry.charita.cz;http://odry.charita.cz;https://odry.charita.cz/;
Nízkoprahové zařízení pro děti a mládež Etapa;Nízkoprahové zařízení pro děti a mládež HoPo;731 626 178;NEPRAVDA;778 713 719;1. máje 827/8, Olomouc, 779 00 Olomouc;Sokolovská 193, 190 00 Praha 9, Czechia;smp@olomouc.charita.cz;www.olomouc.charita.cz;https://neposeda.org/hopo/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1200'}}], 'weekday_text': ['Monday: 12:00\u2009–\u20095:00\u202fPM', 'Tuesday: 12:00\u2009–\u20095:00\u202fPM', 'Wednesday: 12:00\u2009–\u20095:00\u202fPM', 'Thursday: 12:00\u2009–\u20095:00\u202fPM', 'Friday: 12:00\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Charitní středisko Michala Magone - nízkoprahové zařízení pro děti a mládež;Charita Ostrava - Charitní středisko Michala Magone - nízkoprahové zařízení pro děti a mládež;599 527 250;PRAVDA;599 527 250;Václava Košaře 249/12a, Ostrava-Jih, Dubina, 700 30 Ostrava;Václava Košaře 249/12a, 700 30 Ostrava-jih-Dubina, Czechia;"cho.magone@charita.cz
";www.ostrava.charita.cz;https://ostrava.charita.cz/komu-pomahame/ohrozene-deti-a-mladez/nizkoprahove-zarizeni-pro-deti-a-mladez-magone/;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1830'}, 'open': {'day': 1, 'time': '1400'}}, {'close': {'day': 2, 'time': '1830'}, 'open': {'day': 2, 'time': '1400'}}, {'close': {'day': 3, 'time': '1830'}, 'open': {'day': 3, 'time': '1400'}}, {'close': {'day': 4, 'time': '1830'}, 'open': {'day': 4, 'time': '1400'}}, {'close': {'day': 5, 'time': '1830'}, 'open': {'day': 5, 'time': '1400'}}], 'weekday_text': ['Monday: 2:00\u2009–\u20096:30\u202fPM', 'Tuesday: 2:00\u2009–\u20096:30\u202fPM', 'Wednesday: 2:00\u2009–\u20096:30\u202fPM', 'Thursday: 2:00\u2009–\u20096:30\u202fPM', 'Friday: 2:00\u2009–\u20096:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Nízkoprahové zařízení pro děti a mládež Spirála;Nízkoprahové zařízení pro děti a mládež HoPo;731 562 681;NEPRAVDA;778 713 719;nám. Svobody 2, 395 01 Pacov;Sokolovská 193, 190 00 Praha 9, Czechia;"spirala@pelhrimov.charita.cz
";www.pelhrimov.charita.cz;https://neposeda.org/hopo/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1200'}}], 'weekday_text': ['Monday: 12:00\u2009–\u20095:00\u202fPM', 'Tuesday: 12:00\u2009–\u20095:00\u202fPM', 'Wednesday: 12:00\u2009–\u20095:00\u202fPM', 'Thursday: 12:00\u2009–\u20095:00\u202fPM', 'Friday: 12:00\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Nízkoprahové zařízení pro děti a mládež sv. Františka z Assisi;;382 214 828;NEPRAVDA;No phone number available;Hůrecká cesta 227, Milevsko, 399 01 Milevsko;Not found;reditel@pisek.charita.cz;www.pisek.charita.cz;;
Nízkoprahové zařízení pro děti a mládež Jakub klub Přelouč;Charita Přelouč;466 958 107;PRAVDA;466 958 107;Českobratrská 90, 535 01 Přelouč;Masarykovo nám. 48, 535 01 Přelouč, Czechia;charita.prelouc@gmail.com;http://prelouc.charita.cz;https://prelouc.charita.cz/;
Romské komunitní centrum Lačo jilo - Dobré srdce;Kojetínská 1947/36;777 729 525;NEPRAVDA;No phone number available;Kojetínská 1947/36, Přerov I-Město, 750 02 Přerov;Kojetínská 1947/36, 750 02 Přerov-Přerov I-Město, Czechia;rkc@prerov.charita.cz;www.prerov.charita.cz;;
NZDM Bota;Nzdm Bota;608 477 286;NEPRAVDA;No phone number available;Jungmannova 670, 413 01 Roudnice nad Labem;Jungmannova 670, 413 01 Roudnice nad Labem, Czechia;"nzdmsp@charitaroudnice.cz
";http://www.charitaroudnice.cz;;
Žijeme spolu - nízkoprahové zařízení pro děti a mládež;;412 384 744;NEPRAVDA;No phone number available;Sukova 1055/24, Rumburk 1, 408 01 Rumburk;Not found;nzdm@charitarumburk.cz;www.charitarumburk.cz;;
Nízkoprahové zařízení pro děti a mládež v Hořovicích;;720 053 420;NEPRAVDA;No phone number available;Valdecká 408/1, 268 01 Hořovice;Not found;nizkoprahhorovice@socialnipece.cz;www.socialnipece.cz;;
Bary Ambrela;;734 799 081;NEPRAVDA;No phone number available;Tyršova 720, 407 77 Šluknov;Not found;"info@charitasluknov.cz
";www.charitasluknov.cz;;
Klub Ambrela;Klub Ambrela;733 160 911;PRAVDA;733 160 911;T. G. Masaryka 611, 407 77 Šluknov;T. G. Masaryka 611, 407 77 Šluknov, Czechia;"ambrela@charitasluknov.cz
";www.charitasluknov.cz;https://charitasluknov.cz/jak-pomahame/klub-ambrela-pro-deti-od-6-do-12-let/;
Nízkoprahové zařízení pro děti a mládež Bongo;Nízkoprahové zařízení pro děti a mládež HoPo;385 731 553;NEPRAVDA;778 713 719;náměstí Míru 85, Týn nad Vltavou, 375 01 Týn nad Vltavou;Sokolovská 193, 190 00 Praha 9, Czechia;info@tyn.charita.cz;www.tyn.charita.cz;https://neposeda.org/hopo/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1200'}}], 'weekday_text': ['Monday: 12:00\u2009–\u20095:00\u202fPM', 'Tuesday: 12:00\u2009–\u20095:00\u202fPM', 'Wednesday: 12:00\u2009–\u20095:00\u202fPM', 'Thursday: 12:00\u2009–\u20095:00\u202fPM', 'Friday: 12:00\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Nízkoprahové zařízení pro děti a mládež TULiP;Oblastní charita Uherské Hradiště;606 672 239;NEPRAVDA;572 555 783;Nádražní 29, Uherské Hradiště, 686 01 Uherské Hradiště;Velehradská tř. 247, 686 01 Uherské Hradiště-Uherské Hradiště 1, Czechia;;"http://klubtulip.cz
";https://www.uhradiste.charita.cz/;
Nízkoprahové zařízení pro děti a mládež Tykadlo;Centrum pro rodinu Ovečka;475 212 314;PRAVDA;475 212 314;Poláčkova 3236/2, Severní Terasa, 400 11 Ústí nad Labem;2, Poláčkova 3236, 400 11 Ústí nad Labem-Ústí nad Labem-Severní Terasa, Czechia;"tykadlo@charitausti.cz
";http://www.charitausti.cz;http://www.charitausti.cz/;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1230'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '1330'}}, {'close': {'day': 2, 'time': '1230'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '1330'}}, {'close': {'day': 3, 'time': '1230'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '1330'}}, {'close': {'day': 4, 'time': '1230'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '1330'}}, {'close': {'day': 5, 'time': '1230'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 1:30\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 1:30\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 1:30\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200912:30\u202fPM, 1:30\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200912:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Klub Lucerna;Lucerna Music Bar;475 221 211;NEPRAVDA;No phone number available;Karla IV. 348/3, Střekov, 400 03 Ústí nad Labem;Vodičkova 36, 110 00 Praha 1-Nové Město, Czechia;materna@charitausti.cz;http://www.charitausti.cz;https://www.musicbar.cz/;
TRIUMF klub;SK Triumf Praha, z.s.;731 560 375;NEPRAVDA;603 439 607;Zemědělská 592, Rožnov pod Radhoštěm, 756 61 Rožnov pod Radhoštěm;U Branek 674/7, 101 00 Praha 15, Czechia;jana.tvaruzkova@valmez.charita.cz;www.valmez.charita.cz;http://sktriumf.webnode.cz/;
Zastávka;Zastávka;734 435 314;NEPRAVDA;No phone number available;Na Potůčkách 872, Krásno nad Bečvou, 757 01 Valašské Meziříčí;664 84 Zastávka-Zastávka u Brna, Czechia;aneta.vicanova@valmez.charita.cz;www.valmez.charita.cz;http://www.zastavka.cz/;
NZDM Zrnko;NZDM Zrnko Vsetín;571 429 817;NEPRAVDA;731 046 236;Sychrov 53, Vsetín, 755 01 Vsetín;Sychrov, 755 01 Vsetín-Vsetín 1, Czechia;nzdm@vsetin.charita.cz;http://www.vsetin.caritas.cz;;
Komunitní centrum pro děti a mládež Cheiron T - Klub Cheiron;Cheiron T, o.p.s.;381 257 624;PRAVDA;381 257 624;Děkanská 302, Tábor, 390 01 Tábor;Děkanská 302/3, 390 01 Tábor 1, Czechia;cheiront@cheiront.cz;http://www.cheiront.cz;http://cheiront.cz/;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1400'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1400'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1400'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1400'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1400'}}], 'weekday_text': ['Monday: 2:00\u2009–\u20097:00\u202fPM', 'Tuesday: 2:00\u2009–\u20097:00\u202fPM', 'Wednesday: 2:00\u2009–\u20097:00\u202fPM', 'Thursday: 2:00\u2009–\u20097:00\u202fPM', 'Friday: 2:00\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Komunitní centrum dětí a mládeže Kamarád;Dům Dětí A Mládeže Kamarád;731 105 424;NEPRAVDA;777 292 242;Míru 152, Děčín XXXII-Boletice nad Labem, 407 11 Děčín;Sadová 1385, 560 02 Česká Třebová-Česká Třebová 2, Czechia;"miroslav.grajcar@seznam.cz
";www.centrumkamarad.eu;http://ddmkamarad.eu/;
PRO MLADÉ Brno;Oddělení sociální prevence pro mladistvé a mladé dospělé;731 152 877;NEPRAVDA;543 210 670;Vranovská 846/45, Brno-sever, Husovice, 614 00 Brno;3, Celní 15, 639 00 Brno-střed, Czechia;katerina.justychova@iqrs.cz;http://www.iqrs.cz;http://socialniprevence.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Nízkoprahový klub Džagoda;Jahoda;774 674 060;NEPRAVDA;733 738 121;Vybíralova 969/2, Praha 14-Černý Most, 198 00 Praha;969, Vybíralova 2/14, Černý Most, 198 00 Praha-Praha 14, Czechia;vendula.fendrychova@jahoda.cz;www.jahoda.cz;https://jahoda.cz/zarizeni/teren-jahoda/;
Nízkoprahové zařízení pro děti a mládež - METRO;Nízkoprahové zařízení pro děti a mládež HoPo;773 821 001;NEPRAVDA;778 713 719;Boženy Němcové 101/16, Přerov I-Město, 750 02 Přerov;Sokolovská 193, 190 00 Praha 9, Czechia;office@kappa-help.cz;http://www.kappa-help.cz;https://neposeda.org/hopo/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1200'}}], 'weekday_text': ['Monday: 12:00\u2009–\u20095:00\u202fPM', 'Tuesday: 12:00\u2009–\u20095:00\u202fPM', 'Wednesday: 12:00\u2009–\u20095:00\u202fPM', 'Thursday: 12:00\u2009–\u20095:00\u202fPM', 'Friday: 12:00\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Nízkoprahové zařízení pro děti a mládež AUTOŠKOLA;;602 433 628;NEPRAVDA;No phone number available;Hřbitovní 425, Horní Brána, 381 01 Český Krumlov;Not found;info@kocero.cz;www.kocero.cz;;
Nízkoprahový klub Pacific;Komunitní centrum Motýlek - Sdružení na pomoc dětem s handicapy, z.ú.;775 964 796;NEPRAVDA;775 964 765;Vlčkova 1067/12, Praha 14-Černý Most, 198 00 Praha;Vlčkova 1067, 198 00 Praha 14-Černý Most, Czechia;motylek@motylek.org;http://www.motylek.org;http://www.motylek.org/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1530'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20093:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Nízkoprahové zařízení pro děti a mládež T-klub;Nízkoprahové zařízení pro děti a mládež;775 708 087;NEPRAVDA;734 435 314;Nemocniční 1093/40, Krásná Lípa, 407 46 Krásná Lípa u Rumburka;Na Potůčkách 872/872, Krásno nad Bečvou, 757 01 Valašské Meziříčí-Valašské Meziříčí 1, Czechia;galbava@komunitnicentrum.com;www.komunitnicentrum.com;;
Klub Relax;4;734 313 205;NEPRAVDA;No phone number available;Rokycanova 4, Tachov, 347 01 Tachov;Rokycanova 4, 347 01 Tachov-Tachov 1, Czechia;klub.relax@kotec.cz;www.kotec.cz;;
Klub Restart a Mobilní klub v autě;Auto klub v AČR Ředhošť;608 656 561;NEPRAVDA;416 865 114;Nádražní náměstí 299/8, Mariánské Lázně, 353 01 Mariánské Lázně;Prosek 299, 411 19 Mšené-lázně, Czechia;vs.nzdm.ml@kotec.cz;www.kotec.cz;;
Klub Magnet;Magnet Group;721 568 898;NEPRAVDA;(636) 239-5661;Mírová 325/4a, Dubí-Pozorka, 417 03 Pozorka;7 Chamber Dr, Washington, MO 63090, USA;"klub@oskvetina.cz
";www.oskvetina.cz;;
NZDM Klub Zvonice;Klub ZVONICE Leccos spol.;602 402 474;NEPRAVDA;No phone number available;Žižkova 508, 282 01 Český Brod;Žižkova 508, 282 01 Český Brod, Czechia;jana@leccos.cz;http://www.leccos.cz;https://www.leccos.cz/zvonice/;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1330'}}], 'weekday_text': ['Monday: 3:00\u2009–\u20097:00\u202fPM', 'Tuesday: 3:00\u2009–\u20097:00\u202fPM', 'Wednesday: 3:00\u2009–\u20097:00\u202fPM', 'Thursday: Closed', 'Friday: 1:30\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
NZDM MeziČas Benešov;Magdaléna ops;739 570 998;PRAVDA;739 570 998;Na Bezděkově 2004, Benešov, 256 01 Benešov u Prahy;Na Bezděkově 2004, 256 01 Benešov-Benešov u Prahy, Czechia;nechybova@magdalena-ops.cz;www.magdalena-ops.eu;http://www.magdalena-ops.eu/cz/kontakt;
NZDM Depo;NZDM DEPO;"602 126 948
";NEPRAVDA;778 533 196;Václavská 471, 463 34 Hrádek nad Nisou;Václavská 138, 463 34 Hrádek nad Nisou, Czechia;simon.mayer@majakhradek.cz;;http://www.majakhradek.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1300'}}], 'weekday_text': ['Monday: 1:00\u2009–\u20095:00\u202fPM', 'Tuesday: 1:00\u2009–\u20095:00\u202fPM', 'Wednesday: 1:00\u2009–\u20095:00\u202fPM', 'Thursday: 1:00\u2009–\u20095:00\u202fPM', 'Friday: 1:00\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
NZDM Kino;Maják NMPS, z. ú.;739 416 716;PRAVDA;739 416 716;Švermova 853, 463 65 Nové Město pod Smrkem;Švermova 853, 463 65 Nové Město pod Smrkem, Czechia;ludvik.bara@seznam.cz;;http://www.majak-nmps.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1200'}}], 'weekday_text': ['Monday: 4:00\u2009–\u20096:00\u202fPM', 'Tuesday: 12:00\u2009–\u20094:00\u202fPM', 'Wednesday: 12:00\u2009–\u20094:00\u202fPM', 'Thursday: 12:00\u2009–\u20094:00\u202fPM', 'Friday: 12:00\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
NZDM Zapes;NZDM Zapes - Maják Plus z. ú.;721 376 722;PRAVDA;721 376 722;Konopná 1130/10, Liberec XIV-Ruprechtice, 460 14 Liberec;Konopná 776/8, 460 14 Liberec, Czechia;zapes@majak-plus.cz;www.majak-plus.cz;http://www.majak-plus.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1330'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1330'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1330'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1330'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1330'}}], 'weekday_text': ['Monday: 1:30\u2009–\u20094:00\u202fPM', 'Tuesday: 1:30\u2009–\u20095:00\u202fPM', 'Wednesday: 1:30\u2009–\u20095:00\u202fPM', 'Thursday: 1:30\u2009–\u20095:00\u202fPM', 'Friday: 1:30\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Nízkoprahové zařízení pro děti a mládež SPMM;Vzájemné soužití o.p.s. - NZDM Komunitní centrum Liščina;734 704 497;NEPRAVDA;777 760 199;Kosmonautů 3021, Mělník, 276 01 Mělník;Sodná 683/25, 711 00 Slezská Ostrava-Hrušov, Czechia;lucie.klasterkova@melnik.cz;;https://www.vzajemnesouziti.cz/nizkoprahove-zarizeni-pro-deti-a-mladez--liscina;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '1130'}}], 'weekday_text': ['Monday: 11:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
CSS města Varnsdorf -Nízkoprahový klub;Klub seniorů;412 384 516;NEPRAVDA;412 372 304;Orlická 229, Varnsdorf, 407 47 Varnsdorf;Průjezdní 737, 407 47 Varnsdorf-Varnsdorf 1, Czechia;"css@varnsdorf.cz
";;;
Centrum Archa;Centrum Archa - Na Cestě, z. s.;775 677 887;NEPRAVDA;571 412 164;Palackého 138, Vsetín, 755 01 Vsetín;Palackého 138, 755 01 Vsetín-Vsetín 1, Czechia;centrumarcha@centrumarcha.cz;http://centrumarcha.cz;http://jsmenaceste.cz/archa/tags;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1500'}}], 'weekday_text': ['Monday: 3:00\u2009–\u20098:00\u202fPM', 'Tuesday: 3:00\u2009–\u20098:00\u202fPM', 'Wednesday: 3:00\u2009–\u20098:00\u202fPM', 'Thursday: 3:00\u2009–\u20098:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}
Středisko Naděje Klášterec nad Ohří;Naděje;770 188 389;NEPRAVDA;No phone number available;Chomutovská 207, Klášterec nad Ohří, 431 51 Klášterec nad Ohří;J. Švermy 569, 432 01 Kadaň-Kadaň 1, Czechia;veronika.jandakova@nadeje.cz;www.nadeje.cz;;
Středisko Naděje Litoměřice - Dvořákova;Dům Naděje - Azylový Dům Pro Ženy;608 537 281;NEPRAVDA;416 797 511;Dvořákova 959/1, Předměstí, 412 01 Litoměřice;Želetická 2187/11, 412 01 Litoměřice-Litoměřice 1, Czechia;jakub.krpes@nadeje.cz;https://www.nadeje.cz/litomerice/nizkoprahovezarizeniprodetiamladez2;http://www.nadeje.cz/;
Středisko Naděje Česká Třebová - Borek;;465 539 303;NEPRAVDA;No phone number available;Semanínská 2052, Česká Třebová, 560 02 Česká Třebová;Not found;nzdm.trebova@nadeje.cz;www.nadeje.cz;;
Středisko Naděje Písek;Naděje O.s.;608 729 630;NEPRAVDA;382 270 107;nábřeží 1. máje 1401, Budějovické Předměstí, 397 01 Písek;1, Svatoplukova 211, Pražské Předměstí, 397 01 Písek-Písek 1, Czechia;nabrezi.pisek@nadeje.cz;http://www.nadeje.cz;https://www.nadeje.cz/pisek/stredisko_svatoplukova;
Středisko Naděje Vizovice;Naděje;732 143 346;NEPRAVDA;No phone number available;Masarykovo nám. 418, 763 12 Vizovice;Masarykovo nám. 418, 763 12 Vizovice, Czechia;vizovice@nadeje.cz;http://www.nadeje.cz;https://www.nadeje.cz/vizovice;
Středisko Naděje Plzeň;Naděje O.s.;377 456 912;NEPRAVDA;377 430 359;Železniční 314/36, Plzeň 2-Slovany, Východní Předměstí, 326 00 Plzeň;17, Černická 2392, 301 00 Plzeň 3, Czechia;plzen@nadeje.cz;http://www.NADEJE.CZ/PLZEN;https://www.nadeje.cz/plzen;
Dům Naděje Litomyšl;Hope - Rest Home;775 868 101;NEPRAVDA;465 421 802;M. Kuděje 14, Litomyšl-Město, 570 01 Litomyšl;nám. Naděje 731/731, Litomyšlské Předměstí, 566 01 Vysoké Mýto, Czechia;litomysl@nadeje.cz;http://www.nadeje.cz;https://www.nadeje.cz/vysoke_myto/dum_pokojneho_stari;
